run,reject_index,macro_step,original_category,gate_id,requested_gate,relative_gate,inferred_initial_residual,effective_gate,replay_status,classification,final_true_cold_residual,nonlinear_iterations,line_search_trials,minimum_lambda,iteration_limit_hit,stagnation_status,fallback_triggered,accepted_endpoint_difference,wall_time,evidence_mode
dt4,15,1954,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,0.0001351530510116048,1.0001351530510117e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.168938910742045e-11,236,2982,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,15,1954,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,0.0001351530510116048,1.0000135153051012e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.061341144523278e-10,221,2915,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt4,15,1954,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,0.0001351530510116048,1.00000135153051e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.881909193021854e-09,204,2814,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_NONLINEAR_TRACE_CONTROL_FLOW_REPLAY
dt8,1,473,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,6.58678196845852e-09,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,7.369829707723403e-12,499,10001,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,1,473,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,6.58678196845852e-09,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.369829707723403e-12,499,10001,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,1,473,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,6.58678196845852e-09,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.369829707723403e-12,499,10001,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,1,473,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,6.58678196845852e-09,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.369829707723403e-12,499,10001,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,2,599,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,2.4918881591681963e-06,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,3.1083197484629406e-12,499,9263,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,2,599,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,2.4918881591681963e-06,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,3.1083197484629406e-12,499,9263,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,2,599,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,2.4918881591681963e-06,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,3.1083197484629406e-12,499,9263,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,2,599,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,2.4918881591681963e-06,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,3.1083197484629406e-12,499,9263,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,3,651,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,6.258279198745533e-09,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,7.537478635714795e-12,499,9716,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,3,651,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,6.258279198745533e-09,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.537478635714795e-12,499,9716,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,3,651,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,6.258279198745533e-09,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.537478635714795e-12,499,9716,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,3,651,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,6.258279198745533e-09,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.537478635714795e-12,499,9716,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,4,693,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,6.353519158450428e-09,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,6.565332093097825e-12,499,9903,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,4,693,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,6.353519158450428e-09,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.565332093097825e-12,499,9903,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,4,693,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,6.353519158450428e-09,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.565332093097825e-12,499,9903,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,4,693,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,6.353519158450428e-09,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.565332093097825e-12,499,9903,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,5,715,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,2.403772848523977e-06,1e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,7.975307131799202e-12,15,144,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,5,715,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,2.403772848523977e-06,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.975307131799202e-12,15,144,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,5,715,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,2.403772848523977e-06,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.975307131799202e-12,15,144,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,5,715,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,2.403772848523977e-06,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.975307131799202e-12,15,144,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,6,755,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,6.3428070706870185e-09,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,6.657297621725706e-12,499,10123,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,6,755,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,6.3428070706870185e-09,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.657297621725706e-12,499,10123,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,6,755,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,6.3428070706870185e-09,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.657297621725706e-12,499,10123,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,6,755,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,6.3428070706870185e-09,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,6.657297621725706e-12,499,10123,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,7,786,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,6.9061649707374796e-09,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,8.850520840542673e-12,499,8583,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,7,786,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,6.9061649707374796e-09,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.850520840542673e-12,499,8583,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,7,786,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,6.9061649707374796e-09,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.850520840542673e-12,499,8583,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,7,786,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,6.9061649707374796e-09,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.850520840542673e-12,499,8583,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,8,806,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,1.032221395553779e-08,1e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,7.340910016807445e-12,15,123,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,8,806,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,1.032221395553779e-08,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.340910016807445e-12,15,123,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,8,806,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,1.032221395553779e-08,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.340910016807445e-12,15,123,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,8,806,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,1.032221395553779e-08,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,7.340910016807445e-12,15,123,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,9,838,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,2.4306022162215475e-06,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,8.353159787310218e-12,499,9021,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,9,838,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,2.4306022162215475e-06,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.353159787310218e-12,499,9021,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,9,838,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,2.4306022162215475e-06,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.353159787310218e-12,499,9021,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,9,838,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,2.4306022162215475e-06,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.353159787310218e-12,499,9021,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,10,857,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,1.0933685187403713e-08,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,8.649414385556196e-12,499,9829,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,10,857,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,1.0933685187403713e-08,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.649414385556196e-12,499,9829,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,10,857,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,1.0933685187403713e-08,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.649414385556196e-12,499,9829,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,10,857,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,1.0933685187403713e-08,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.649414385556196e-12,499,9829,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,11,887,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,2.414451775617499e-06,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,8.606301668735163e-12,499,9761,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,11,887,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,2.414451775617499e-06,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.606301668735163e-12,499,9761,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,11,887,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,2.414451775617499e-06,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.606301668735163e-12,499,9761,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,11,887,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,2.414451775617499e-06,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.606301668735163e-12,499,9761,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,12,916,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,2.393958676680559e-06,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,8.50660622602385e-12,499,9849,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,12,916,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,2.393958676680559e-06,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.50660622602385e-12,499,9849,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,12,916,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,2.393958676680559e-06,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.50660622602385e-12,499,9849,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,12,916,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,2.393958676680559e-06,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.50660622602385e-12,499,9849,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,13,946,C_TRANSPORT_LINE_SEARCH_STAGNATION,G12,1e-12,1e-10,6.74527485481561e-09,1e-12,REJECTED_AS_FROZEN,LINE_SEARCH_DIRECTION_FAILURE,8.346396761970412e-12,10,84,1e-06,0,1,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,13,946,C_TRANSPORT_LINE_SEARCH_STAGNATION,G10,1e-10,1e-10,6.74527485481561e-09,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.346396761970412e-12,10,84,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,13,946,C_TRANSPORT_LINE_SEARCH_STAGNATION,G9,1e-09,1e-10,6.74527485481561e-09,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.346396761970412e-12,10,84,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,13,946,C_TRANSPORT_LINE_SEARCH_STAGNATION,G8,1e-08,1e-10,6.74527485481561e-09,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.346396761970412e-12,10,84,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,14,966,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G12,1e-12,1e-10,9.983844827154348e-09,1e-12,REJECTED_AS_FROZEN,ITERATION_LIMIT_WITHOUT_GATE_CROSSING,8.557099180983066e-12,499,9860,1e-06,1,0,1,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,14,966,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G10,1e-10,1e-10,9.983844827154348e-09,1e-10,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.557099180983066e-12,499,9860,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,14,966,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G9,1e-09,1e-10,9.983844827154348e-09,1e-09,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.557099180983066e-12,499,9860,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
dt8,14,966,B_TRANSPORT_NONLINEAR_ITERATION_LIMIT,G8,1e-08,1e-10,9.983844827154348e-09,1e-08,CONVERGED_AT_RELAXED_GATE,RESIDUAL_FLOOR_ONLY,8.557099180983066e-12,499,9860,1e-06,0,0,0,NOT_AVAILABLE_NO_ITERATE_FIELD_IN_FROZEN_TRACE,NOT_RECORDED_PER_FROZEN_REJECT,FROZEN_CONDENSED_TRACE_CONTROL_FLOW_REPLAY
