member_id,host_id,host_status,background_model,AQ_case_id,replicate,age_h,temperature_K,matrix_xAg,kappa_upper_W_mK,dynamic_density_stiffness_interface_strain_damping_rates,upper_bound_identity
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,A,48.0,523.15,0.006300821530907528,0.9141167252667484,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,B,48.0,523.15,0.006474212975184828,0.9130458603111882,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,C,48.0,523.15,0.00621465105518336,0.9146505623732872,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,A,6.0,573.15,0.006203008315588036,0.8665721121153146,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,B,6.0,573.15,0.0062032544917148096,0.8665707377460063,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,C,6.0,573.15,0.006202917319236994,0.8665726201380566,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,A,48.0,573.15,0.006300821530907528,0.8660266379565714,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,B,48.0,573.15,0.006474212975184828,0.8650626541686456,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR10__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR10,C,48.0,573.15,0.00621465105518336,0.8665071206257272,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,6.0,303.15,0.006203008315588036,1.2224759852901572,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,6.0,303.15,0.0062032544917148096,1.2224733057454382,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,6.0,303.15,0.006202917319236994,1.2224769757601897,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,48.0,303.15,0.006300821530907528,1.2214129411902883,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,48.0,303.15,0.006474212975184828,1.2195364477616968,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,48.0,303.15,0.00621465105518336,1.2223492805275666,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,6.0,323.15,0.006203008315588036,1.1875847346004689,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,6.0,323.15,0.0062032544917148096,1.1875822007937278,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,6.0,323.15,0.006202917319236994,1.1875856711996158,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,48.0,323.15,0.006300821530907528,1.186579468299438,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,48.0,323.15,0.006474212975184828,1.1848047682673677,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,48.0,323.15,0.00621465105518336,1.187464920633013,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,6.0,373.15,0.006203008315588036,1.108216165109198,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,6.0,373.15,0.0062032544917148096,1.1082139485953335,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,6.0,373.15,0.006202917319236994,1.1082169844235932,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,48.0,373.15,0.006300821530907528,1.1073367016158713,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,48.0,373.15,0.006474212975184828,1.1057837009711387,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,48.0,373.15,0.00621465105518336,1.1081113535786684,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,6.0,423.15,0.006203008315588036,1.038572282174739,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,6.0,423.15,0.0062032544917148096,1.0385703276571059,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,6.0,423.15,0.006202917319236994,1.038573004644383,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,48.0,423.15,0.006300821530907528,1.0377967101847685,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,48.0,423.15,0.006474212975184828,1.0364268592912576,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,48.0,423.15,0.00621465105518336,1.0384798586946957,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,6.0,473.15,0.006203008315588036,0.9770496087516632,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,6.0,473.15,0.0062032544917148096,0.9770478727701024,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,6.0,473.15,0.006202917319236994,0.9770502504412784,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,48.0,473.15,0.006300821530907528,0.9763607043662643,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,48.0,473.15,0.006474212975184828,0.9751436867185035,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,48.0,473.15,0.00621465105518336,0.976967518517216,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,6.0,523.15,0.006203008315588036,0.9223453355416381,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,6.0,523.15,0.0062032544917148096,0.9223437836007622,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,6.0,523.15,0.006202917319236994,0.9223459092021788,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,48.0,523.15,0.006300821530907528,0.9217294257911691,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,48.0,523.15,0.006474212975184828,0.9206411655628748,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,48.0,523.15,0.00621465105518336,0.9222719475769685,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,6.0,573.15,0.006203008315588036,0.8734061649977231,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,6.0,573.15,0.0062032544917148096,0.8734047694268292,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,6.0,573.15,0.006202917319236994,0.873406680857447,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,A,48.0,573.15,0.006300821530907528,0.8728522806388046,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,B,48.0,573.15,0.006474212975184828,0.8718734560854619,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR5__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR5,C,48.0,573.15,0.00621465105518336,0.8733401709855448,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,6.0,303.15,0.006203008315588036,1.3027446558435882,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,6.0,303.15,0.0062032544917148096,1.3027416273964345,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,6.0,303.15,0.006202917319236994,1.3027457752826719,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,48.0,303.15,0.006300821530907528,1.3015433012513133,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,48.0,303.15,0.006474212975184828,1.2994231888757666,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,48.0,303.15,0.00621465105518336,1.3026014544123028,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,6.0,323.15,0.006203008315588036,1.2631218580694157,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,6.0,323.15,0.0062032544917148096,1.263119004556187,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,6.0,323.15,0.006202917319236994,1.2631229128455357,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,48.0,323.15,0.006300821530907528,1.261989847292801,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,48.0,323.15,0.006474212975184828,1.2599918629690687,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,48.0,323.15,0.00621465105518336,1.2629869277568064,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,6.0,373.15,0.006203008315588036,1.1735932601406867,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,6.0,373.15,0.0062032544917148096,1.1735907840413473,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,6.0,373.15,0.006202917319236994,1.1735941754087518,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,48.0,373.15,0.006300821530907528,1.1726108722137363,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,48.0,373.15,0.006474212975184828,1.1708764808630248,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,48.0,373.15,0.00621465105518336,1.173476174703356,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,6.0,423.15,0.006203008315588036,1.095701389606937,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,6.0,423.15,0.0062032544917148096,1.0956992215131933,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,6.0,423.15,0.006202917319236994,1.0957021910232285,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,48.0,423.15,0.006300821530907528,1.0948411252475376,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,48.0,423.15,0.006474212975184828,1.093321964343685,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,48.0,423.15,0.00621465105518336,1.0955988675222414,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,6.0,473.15,0.006203008315588036,1.0273952206591837,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,6.0,473.15,0.0062032544917148096,1.0273933068780774,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,6.0,473.15,0.006202917319236994,1.027395928070909,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,48.0,473.15,0.006300821530907528,1.026635803160493,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,B,48.0,473.15,0.006474212975184828,1.0252944353389937,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,C,48.0,473.15,0.00621465105518336,1.0273047233498083,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
H-P0_YU_SCALAR__upper_1sigma__single_APT_37to6_prolate_AR2__B2_omega2,H-P0_YU_SCALAR,AVAILABLE_CONTROL,B2_omega2,upper_1sigma__single_APT_37to6_prolate_AR2,A,6.0,523.15,0.006203008315588036,0.9670463275123404,0.0,NECESSARY_CONDITION_NOT_ACTUAL_PREDICTION
