record_type,cohort_count,target_time_h,metric,cohort_value,eulerian_authority_value,relative_error,gate_method,pass,cohort_inventory_relative_residual,coarse_cohort_count,fine_cohort_count,coarse_cohort_value,threshold_relative
cohort_vs_eulerian,800,48.0,M0_m3,4.760420978336173e+20,4.6424963249593326e+20,0.02540113015121744,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,800,48.0,M1_m2,10528743877580.691,10355320211121.686,0.016747301186567618,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,48.0,M2_m,245360.92444089218,243448.02296371676,0.007857535476722735,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,48.0,M3_dimensionless,0.005947801342895377,0.005948446146373126,0.00010839864090255863,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,48.0,Rmean_m,2.2117253758638422e-08,2.2305500072124228e-08,0.008439457213562408,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,48.0,Rmean3_m3,1.249427596837078e-23,1.2813033613818172e-23,0.024877609397951576,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,800,48.0,Sv_m_inv,3083296.3108060285,3059258.0818950874,0.00785753547672266,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,48.0,f_beta,0.0249140920051355,0.024916792951627104,0.0001083986409024914,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,48.0,matrix_xB,0.005215856319083729,0.005213100801684433,0.000528575507000565,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,800,48.0,cumulative_dissolution_inventory_mol_m3,0.06545058410507698,0.06574238834870538,0.00443860119715514,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,800,48.0,W1_number_m,4.3543287375824737e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,800,48.0,W1_volume_m,2.6126288958953916e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,0.0,N_m0_m3,6.554129385849396e+21,6.554129385849396e+21,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,M0_m3,6.554129385849396e+21,6.554129385849396e+21,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,M1_m2,61391096965274.836,61391096965274.84,1.2725786614334402e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,M2_m,586418.8858935871,586418.8858935871,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,M3_dimensionless,0.005712453465239242,0.005712453465239241,1.5183698970440153e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,Rmean_m,9.366781360438268e-09,9.36678136043827e-09,1.7662003215890674e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,Rmean3_m3,8.715808201120711e-25,8.715808201120711e-25,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,Sv_m_inv,7369157.055398418,7369157.055398418,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,f_beta,0.023928269120492215,0.023928269120492212,1.4499364473389234e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,matrix_xB,0.006220578557312323,0.006220578557312318,8.366055311387227e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.0,cumulative_dissolution_inventory_mol_m3,0.0,0.0,0.0,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,1600,0.0,W1_number_m,8.358620697187333e-12,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,0.0,W1_volume_m,8.857216349434924e-12,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,0.1,N_m0_m3,6.554125356024713e+21,6.55412429998015e+21,1.611267218877052e-07,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,M0_m3,6.554125356024713e+21,6.55412429998015e+21,1.611267218877052e-07,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,M1_m2,61337284602265.04,61336083128564.65,1.9588366897707724e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,M2_m,586849.9624624416,586843.1967762765,1.1528950497097544e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,M3_dimensionless,0.005737618613299265,0.005737723146386304,1.8218565861732248e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,Rmean_m,9.358576662846751e-09,9.358394855091536e-09,1.942723704550945e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,Rmean3_m3,8.75420945073183e-25,8.754370353341761e-25,1.8379689622119692e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,Sv_m_inv,7374574.12332581,7374489.1032059975,1.1528950497110065e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,f_beta,0.02403368064618804,0.024034118513359102,1.821856586168139e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,matrix_xB,0.006113243085849799,0.006112797178476531,7.294653499018256e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,0.1,cumulative_dissolution_inventory_mol_m3,4.339430594723943e-08,5.490374272981049e-08,0.20962936605634913,relative_2_percent,False,0.0,,,,
PSD_WASSERSTEIN,1600,0.1,W1_number_m,8.848841401823412e-12,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,0.1,W1_volume_m,9.255320520520137e-12,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,1.0,N_m0_m3,5.937946153954223e+21,5.929738209758561e+21,0.0013842000954029663,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,M0_m3,5.937946153954223e+21,5.929738209758561e+21,0.0013842000954029663,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,M1_m2,56087181313017.836,56033496890319.15,0.0009580773229943195,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,M2_m,556383.7075949147,556115.2798126406,0.0004826837024951364,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,M3_dimensionless,0.005739972946187945,0.00574015658638563,3.199219305624918e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,Rmean_m,9.445552360839111e-09,9.449573473261418e-09,0.00042553374855332064,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,Rmean3_m3,9.666596492064107e-25,9.680286689451253e-25,0.0014142347046462063,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,Sv_m_inv,6991723.873428943,6988350.710433695,0.0004826837024952104,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,f_beta,0.024043542452730948,0.024044311682992214,3.199219305621422e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,matrix_xB,0.006103200097920934,0.006102416726806641,0.00012837063566170707,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,1.0,cumulative_dissolution_inventory_mol_m3,0.006635237457482941,0.006740521790674832,0.01561961172465118,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,1600,1.0,W1_number_m,1.98568706134504e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,1.0,W1_volume_m,1.5227735370442245e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,3.0,N_m0_m3,3.827222845552218e+21,3.8140022296544113e+21,0.0034663366987608512,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,M0_m3,3.827222845552218e+21,3.8140022296544113e+21,0.0034663366987608512,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,M1_m2,41732913945438.78,41629667005914.06,0.0024801288828481646,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,M2_m,481163.72396311257,480547.66391326446,0.0012819957230284272,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,M3_dimensionless,0.005790914340063564,0.005790870411118898,7.585896687036934e-06,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,Rmean_m,1.090422889640158e-08,1.0914956127250651e-08,0.00098280109640465,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,Rmean3_m3,1.5130852249153555e-24,1.5183185699510226e-24,0.0034468030222642495,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,Sv_m_inv,6046481.681505687,6038740.042598594,0.001281995723028547,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,f_beta,0.024256925264415304,0.02425674125528218,7.585896686968905e-06,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,matrix_xB,0.0058858472935009115,0.0058860347670825364,3.1850573271046195e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,3.0,cumulative_dissolution_inventory_mol_m3,0.029364110353319692,0.02958063392437374,0.007319774539234511,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,1600,3.0,W1_number_m,4.6843903705782495e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,3.0,W1_volume_m,3.083121269438276e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,6.0,N_m0_m3,2.48881579423752e+21,2.4576280168293435e+21,0.012690194445460764,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,M0_m3,2.48881579423752e+21,2.4576280168293435e+21,0.012690194445460764,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,M1_m2,31319091223109.523,31152742911894.926,0.005339764517206655,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,M2_m,418427.1209119327,417495.04650380416,0.0022325400407357254,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,M3_dimensionless,0.005835336742762629,0.005835914256240714,9.895852692952125e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,Rmean_m,1.2583933007667416e-08,1.2675939034942309e-08,0.007258320430641909,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,Rmean3_m3,2.3446237991069798e-24,2.3746125191760282e-24,0.012628889903879678,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,Sv_m_inv,5258110.276478624,5246397.484025921,0.0022325400407357623,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,f_beta,0.024443001389714225,0.024445420472514356,9.895852692946336e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,matrix_xB,0.005696231607381135,0.00569376603221527,0.00043303064297257085,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,6.0,cumulative_dissolution_inventory_mol_m3,0.043776460674714635,0.044223169386032476,0.010101236919914908,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,1600,6.0,W1_number_m,1.0519293237468297e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,6.0,W1_volume_m,5.172830845202161e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,12.0,N_m0_m3,1.4789017210155148e+21,1.470750626095748e+21,0.00554213255132491,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,M0_m3,1.4789017210155148e+21,1.470750626095748e+21,0.00554213255132491,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,M1_m2,22333675888933.38,22203722437804.04,0.005852777681461249,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,M2_m,355197.63647607627,354002.9192333335,0.0033748796346939154,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,M3_dimensionless,0.005879533374773346,0.005879073267697933,7.82618372765533e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,Rmean_m,1.5101528094508912e-08,1.5096864175231393e-08,0.00030893298259724444,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,Rmean3_m3,3.975607906342862e-24,3.997328414066027e-24,0.005433756117394137,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,Sv_m_inv,4463545.141302796,4448531.881651126,0.003374879634693746,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,f_beta,0.024628131808965264,0.02462620451695462,7.826183727649636e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,matrix_xB,0.005507507819553616,0.0055094728891953194,0.00035667107928912494,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,12.0,cumulative_dissolution_inventory_mol_m3,0.054651504558774454,0.05487685702878732,0.004106511965411057,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,1600,12.0,W1_number_m,1.14508428512979e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,12.0,W1_volume_m,8.399975313255781e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,24.0,N_m0_m3,8.484608887955164e+20,8.396146321653034e+20,0.010536091548808708,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,M0_m3,8.484608887955164e+20,8.396146321653034e+20,0.010536091548808708,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,M1_m2,15465921169350.281,15329968449201.367,0.00886842791617074,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,M2_m,296687.3487002506,295271.1732429785,0.004796185965999215,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,M3_dimensionless,0.005917155781977185,0.0059167974346075285,6.056441404606388e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,Rmean_m,1.82282075386007e-08,1.825833884012541e-08,0.001650276171811006,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,Rmean3_m3,6.973987675940182e-24,7.04703944873918e-24,0.010366306777531599,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,Sv_m_inv,3728283.180358962,3710486.9947079215,0.0047961859659991874,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,f_beta,0.02478572417974119,0.02478422313778926,6.0564414046140985e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,matrix_xB,0.0053468001336148,0.005348331093445481,0.00028625001031759226,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,24.0,cumulative_dissolution_inventory_mol_m3,0.06144027193857958,0.06169019149421304,0.00405120408253071,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,1600,24.0,W1_number_m,1.7025890830439583e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,24.0,W1_volume_m,1.314604429500826e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,1600,48.0,N_m0_m3,4.757228007140123e+20,4.6424963249593326e+20,0.024713359828409855,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,1600,48.0,M0_m3,4.757228007140123e+20,4.6424963249593326e+20,0.024713359828409855,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,1600,48.0,M1_m2,10499704640241.455,10355320211121.686,0.013943019257357166,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,48.0,M2_m,245007.57351385176,243448.02296371676,0.006406092483928004,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,48.0,M3_dimensionless,0.005947474848184455,0.005948446146373126,0.00016328603550740833,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,48.0,Rmean_m,2.207105613706648e-08,2.2305500072124228e-08,0.010510588612659695,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,48.0,Rmean3_m3,1.2501975602720515e-23,1.2813033613818172e-23,0.02427668735389863,relative_2_percent,False,0.0,,,,
cohort_vs_eulerian,1600,48.0,Sv_m_inv,3078855.9720999114,3059258.0818950874,0.006406092483927978,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,48.0,f_beta,0.024912724387288473,0.024916792951627104,0.000163286035507436,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,48.0,matrix_xB,0.005217251562958672,0.005213100801684433,0.0007962173439841073,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,1600,48.0,cumulative_dissolution_inventory_mol_m3,0.0654540223878773,0.06574238834870538,0.0043863018681121755,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,1600,48.0,W1_number_m,3.0474798187227297e-10,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,1600,48.0,W1_volume_m,2.000674101592702e-10,0.0,,,,0.0,,,,
cohort_vs_eulerian,3200,0.0,N_m0_m3,6.554129385849396e+21,6.554129385849396e+21,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,M0_m3,6.554129385849396e+21,6.554129385849396e+21,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,M1_m2,61391096965274.83,61391096965274.84,2.5451573228668804e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,M2_m,586418.8858935871,586418.8858935871,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,M3_dimensionless,0.005712453465239241,0.005712453465239241,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,Rmean_m,9.366781360438266e-09,9.36678136043827e-09,3.532400643178135e-16,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,Rmean3_m3,8.715808201120711e-25,8.715808201120711e-25,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,Sv_m_inv,7369157.055398418,7369157.055398418,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,f_beta,0.023928269120492212,0.023928269120492212,0.0,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,matrix_xB,0.006220578557312328,0.006220578557312318,1.6732110622774454e-15,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.0,cumulative_dissolution_inventory_mol_m3,0.0,0.0,0.0,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,3200,0.0,W1_number_m,5.1778950208890504e-12,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,3200,0.0,W1_volume_m,5.48874091460969e-12,0.0,,,,0.0,,,,
cohort_vs_eulerian,3200,0.1,N_m0_m3,6.554125369065509e+21,6.55412429998015e+21,1.6311643022740078e-07,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,M0_m3,6.554125369065509e+21,6.55412429998015e+21,1.6311643022740078e-07,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,M1_m2,61337284606595.77,61336083128564.65,1.9588437504341765e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,M2_m,586849.9624516834,586843.1967762765,1.1528932164621007e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,M3_dimensionless,0.005737618613264275,0.005737723146386304,1.8218571960011824e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,Rmean_m,9.358576644886682e-09,9.358394855091536e-09,1.9425317905529505e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,Rmean3_m3,8.754209433260121e-25,8.754370353341761e-25,1.8381685391997937e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,Sv_m_inv,7374574.123190617,7374489.1032059975,1.1528932164633648e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,f_beta,0.024033680646041472,0.024034118513359102,1.8218571959961483e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,matrix_xB,0.00611324308599906,0.006112797178476531,7.294655940808405e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,0.1,cumulative_dissolution_inventory_mol_m3,4.3253878920875485e-08,5.490374272981049e-08,0.2121870610217909,relative_2_percent,False,0.0,,,,
PSD_WASSERSTEIN,3200,0.1,W1_number_m,5.839725648632582e-12,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,3200,0.1,W1_volume_m,6.289920549656599e-12,0.0,,,,0.0,,,,
cohort_vs_eulerian,3200,1.0,N_m0_m3,5.938146385973618e+21,5.929738209758561e+21,0.0014179675253150155,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,M0_m3,5.938146385973618e+21,5.929738209758561e+21,0.0014179675253150155,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,M1_m2,56084641403015.67,56033496890319.15,0.0009127489008339871,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,M2_m,556372.8040181737,556115.2798126406,0.00046307701816761975,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,M3_dimensionless,0.00573994074000038,0.00574015658638563,3.760287406821106e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,Rmean_m,9.444806132683447e-09,9.449573473261418e-09,0.0005045032552486071,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,Rmean3_m3,9.666216302040961e-25,9.680286689451253e-25,0.0014535093702983761,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,Sv_m_inv,6991586.855042594,6988350.710433695,0.0004630770181677465,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,f_beta,0.02404340754776794,0.024044311682992214,3.760287406820557e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,matrix_xB,0.006103337482730936,0.006102416726806641,0.0001508838162838722,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,1.0,cumulative_dissolution_inventory_mol_m3,0.006633081301770634,0.006740521790674832,0.015939491368878334,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,3200,1.0,W1_number_m,1.1414936149662257e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,3200,1.0,W1_volume_m,1.0030832092234335e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,3200,3.0,N_m0_m3,3.827298065545444e+21,3.8140022296544113e+21,0.0034860587620153694,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,M0_m3,3.827298065545444e+21,3.8140022296544113e+21,0.0034860587620153694,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,M1_m2,41722632422474.19,41629667005914.06,0.0022331530191418056,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,M2_m,481105.39630329283,480547.66391326446,0.0011606182526964343,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,M3_dimensionless,0.0057906858824461555,0.005790870411118898,3.1865446753540745e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,Rmean_m,1.0901328223708158e-08,1.0914956127250651e-08,0.001248553213005553,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,Rmean3_m3,1.5129957958006338e-24,1.5183185699510226e-24,0.0035057031216844444,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,Sv_m_inv,6045748.714515323,6038740.042598594,0.0011606182526964456,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,f_beta,0.024255968303385292,0.02425674125528218,3.1865446753650866e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,matrix_xB,0.005886822271028443,0.0058860347670825364,0.00013379192904368938,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,3.0,cumulative_dissolution_inventory_mol_m3,0.02936330036289676,0.02958063392437374,0.007347156995776954,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,3200,3.0,W1_number_m,2.795918382134402e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,3200,3.0,W1_volume_m,2.3273686639797365e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,3200,6.0,N_m0_m3,2.459384760535295e+21,2.4576280168293435e+21,0.0007148126949733252,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,M0_m3,2.459384760535295e+21,2.4576280168293435e+21,0.0007148126949733252,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,M1_m2,31238070267340.664,31152742911894.926,0.0027389997627835874,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,M2_m,418258.04343163467,417495.04650380416,0.0018275592350616183,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,M3_dimensionless,0.005835455425200883,0.005835914256240714,7.862196387482893e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,Rmean_m,1.270157917890878e-08,1.2675939034942309e-08,0.0020227411867312192,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,Rmean3_m3,2.372729765118481e-24,2.3746125191760282e-24,0.0007928679068029137,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,Sv_m_inv,5255985.586198656,5246397.484025921,0.00182755923506153,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,f_beta,0.02444349852554906,0.024445420472514356,7.862196387488193e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,matrix_xB,0.005695724918088165,0.00569376603221527,0.00034404045789930077,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,6.0,cumulative_dissolution_inventory_mol_m3,0.04409338247187685,0.044223169386032476,0.002934817109617162,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,3200,6.0,W1_number_m,5.277453994166286e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,3200,6.0,W1_volume_m,4.183984259260884e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,3200,12.0,N_m0_m3,1.4786960787970544e+21,1.470750626095748e+21,0.005402311282639605,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,M0_m3,1.4786960787970544e+21,1.470750626095748e+21,0.005402311282639605,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,M1_m2,22323754554015.445,22203722437804.04,0.005405945626803534,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,M2_m,355101.5201265499,354002.9192333335,0.0031033667620471313,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,M3_dimensionless,0.005878850760208656,0.005879073267697933,3.7847374772328174e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,Rmean_m,1.50969187476146e-08,1.5096864175231393e-08,3.6148158036576943e-06,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,Rmean3_m3,3.975699161244281e-24,3.997328414066027e-24,0.005410927144648765,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,Sv_m_inv,4462337.307632549,4448531.881651126,0.0031033667620470862,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,f_beta,0.02462527247976305,0.02462620451695462,3.7847374772254434e-05,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,matrix_xB,0.005510423192839435,0.0055094728891953194,0.00017248540163962678,relative_2_percent,True,0.0,,,,
cohort_vs_eulerian,3200,12.0,cumulative_dissolution_inventory_mol_m3,0.054653718973059255,0.05487685702878732,0.004066159539913372,relative_2_percent,True,0.0,,,,
PSD_WASSERSTEIN,3200,12.0,W1_number_m,7.217774457789008e-11,0.0,,,,0.0,,,,
PSD_WASSERSTEIN,3200,12.0,W1_volume_m,7.091266264292359e-11,0.0,,,,0.0,,,,
cohort_vs_eulerian,3200,24.0,N_m0_m3,8.482447529805905e+20,8.396146321653034e+20,0.01027866890912875,relative_2_percent,True,0.0,,,,
