step,target_mass_code,lambda,residual_code,derivative_code,iterations,newton_steps,bisection_steps,Y_star_min,Y_star_max,lambda_lower,lambda_upper,accepted_zero_mode_steps
4373,4.46608079999958049e+05,1.07974664698318881e-07,6.40284270048141479e-10,1.10078638184460753e+05,1,1,0,-4.96394911109510240e+00,-3.91569230183615424e+00,0.00000000000000000e+00,2.39156923018361525e+01,4373
4374,4.46608079999958049e+05,7.53290787228428467e-08,4.07453626394271851e-10,1.10076892977844691e+05,1,1,0,-4.96395936896914236e+00,-3.90842862721242890e+00,0.00000000000000000e+00,2.39084286272124302e+01,4374
4375,4.46608079999958049e+05,3.52553777758006112e-08,1.16415321826934814e-10,1.10075152723493957e+05,1,1,0,-4.96396894014722267e+00,-3.90126235825639611e+00,0.00000000000000000e+00,2.39012623582563961e+01,4375
4376,4.46608079999958049e+05,-1.26843436455476515e-08,0.00000000000000000e+00,1.10073412004364989e+05,1,1,0,-4.96397791153110823e+00,-3.89427986016065297e+00,-1.50360220884688918e+01,0.00000000000000000e+00,4376
4377,4.46608079999958049e+05,-6.76277173137764410e-08,1.74622982740402222e-10,1.10071664587720152e+05,1,1,0,-4.96398637681028632e+00,-3.88759907737535704e+00,-1.50360136231897137e+01,0.00000000000000000e+00,4377
4378,4.46608079999958049e+05,-1.29836446879779852e-07,9.89530235528945923e-10,1.10069903383031808e+05,1,1,0,-4.96399443374556881e+00,-3.88138086827194151e+00,-1.50360055662544312e+01,0.00000000000000000e+00,4378
4379,4.46608079999958049e+05,-2.00491068853060328e-07,2.15368345379829407e-09,1.10068120295309331e+05,1,1,0,-4.96400218612635680e+00,-3.87584483154634585e+00,-1.50359978138736423e+01,0.00000000000000000e+00,4379
4380,4.46608079999958049e+05,-2.82233609399296436e-07,4.30736690759658813e-09,1.10066305914200188e+05,1,1,0,-4.96400974478426527e+00,-3.87129050130721986e+00,-1.50359902552157347e+01,0.00000000000000000e+00,4380
4381,4.46608079999958049e+05,-3.75996244132788256e-07,7.68341124057769775e-09,1.10064449387340457e+05,1,1,0,-4.96401723214967472e+00,-3.86812555219786081e+00,-1.50359827678503244e+01,0.00000000000000000e+00,4381
4382,4.46608079999958049e+05,-4.84731494951711813e-07,1.28056854009628296e-08,1.10062538068761467e+05,1,1,0,-4.96402478154406790e+00,-3.86690205579842194e+00,-1.50359752184559312e+01,0.00000000000000000e+00,4382
4383,4.46608079999958049e+05,-6.10902310494410868e-07,2.02562659978866577e-08,1.10060557221461801e+05,1,1,0,-4.96403254128038984e+00,-3.86836105037127531e+00,-1.50359674587196110e+01,0.00000000000000000e+00,4383
4384,4.46608079999958049e+05,-7.53537342693120181e-07,3.08500602841377258e-08,1.10058490103346034e+05,1,1,0,-4.96404067710022545e+00,-3.87348275908002471e+00,-1.50359593228997745e+01,0.00000000000000000e+00,4384
4385,4.46608079999958049e+05,-9.10362970493907698e-07,4.48198989033699036e-08,1.10056318214355357e+05,1,1,0,-4.96404936731828172e+00,-3.88353313180641280e+00,-1.50359506326817183e+01,0.00000000000000000e+00,4385
4386,4.46608079999958049e+05,-1.07043937194505641e-06,6.21657818555831909e-08,1.10054022533870273e+05,1,1,0,-4.96405879900886049e+00,-3.90008390470988697e+00,-1.50359412009911395e+01,0.00000000000000000e+00,4386
4387,4.46608079999958049e+05,-1.21199266368522929e-06,7.95698724687099457e-08,1.10051586013752210e+05,1,1,0,-4.96406914856149672e+00,-3.92496068129926856e+00,-1.50359308514385042e+01,0.00000000000000000e+00,4387
4388,4.46608079999958049e+05,-1.30028462568957385e-06,9.15024429559707642e-08,1.10048997586190380e+05,1,1,0,-4.96408054720133318e+00,-3.96004896790952365e+00,-1.50359194527986659e+01,0.00000000000000000e+00,4388
4389,4.46608079999958049e+05,-1.28938211550356778e-06,9.01054590940475464e-08,1.10046257487577925e+05,1,1,0,-4.96409303409192759e+00,-4.00687912986398498e+00,-1.50359069659080724e+01,0.00000000000000000e+00,4389
4390,4.46608079999958049e+05,-1.13927009624597391e-06,7.03730620443820953e-08,1.10043381943211600e+05,1,1,0,-4.96410649753535704e+00,-4.06598591475014981e+00,-1.50358935024646421e+01,0.00000000000000000e+00,4390
4391,4.46608079999958049e+05,-8.53140291975128124e-07,3.94647940993309021e-08,1.10040402963182685e+05,1,1,0,-4.96412064121775742e+00,-4.13622683053022655e+00,-1.50358793587822426e+01,0.00000000000000000e+00,4391
4392,4.46608079999958049e+05,-5.00910871401181578e-07,1.36205926537513733e-08,1.10037360525982396e+05,1,1,0,-4.96413503038395021e+00,-4.21449447545359135e+00,-1.50358649696160498e+01,0.00000000000000000e+00,4392
4393,4.46608079999958049e+05,-2.04603200985509924e-07,2.21189111471176147e-09,1.10034288794194814e+05,1,1,0,-4.96414922846200035e+00,-4.29621879059304046e+00,-1.50358507715379996e+01,0.00000000000000000e+00,4393
4394,4.46608079999958049e+05,-5.47852898502273997e-08,1.16415321826934814e-10,1.10031205772123314e+05,1,1,0,-4.96416297302379217e+00,-4.35352076479585293e+00,-1.50358370269762069e+01,0.00000000000000000e+00,4394
4395,4.46608079999958049e+05,-5.63458538082422428e-08,1.16415321826934814e-10,1.10028112563977236e+05,1,1,0,-4.96417623448273027e+00,-4.35203458992057790e+00,-1.50358237655172697e+01,0.00000000000000000e+00,4395
4396,4.46608079999958049e+05,-1.45805154436586752e-07,1.16415321826934814e-09,1.10025000334666955e+05,1,1,0,-4.96418913819355279e+00,-4.35053788931046981e+00,-1.50358108618064463e+01,0.00000000000000000e+00,4396
4397,4.46608079999958049e+05,-2.51159159053049144e-07,3.49245965480804443e-09,1.10021858288935502e+05,1,1,0,-4.96420183473945276e+00,-4.34903060187659474e+00,-1.50357981652605481e+01,0.00000000000000000e+00,4397
4398,4.46608079999958049e+05,-3.30202010996881246e-07,5.93718141317367554e-09,1.10018678376179232e+05,1,1,0,-4.96421442098089827e+00,-4.34751257474561026e+00,-1.50357855790191017e+01,0.00000000000000000e+00,4398
4399,4.46608079999958049e+05,-3.66406590482775615e-07,7.27595761418342590e-09,1.10015457149313850e+05,1,1,0,-4.96422692925977493e+00,-4.34598354910604012e+00,-1.50357730707402251e+01,0.00000000000000000e+00,4399
4400,4.46608079999958049e+05,-3.61041353287340568e-07,7.10133463144302368e-09,1.10012195647390734e+05,1,1,0,-4.96423933816547258e+00,-4.34444317023546933e+00,-1.50357606618345265e+01,0.00000000000000000e+00,4400
4401,4.46608079999958049e+05,-3.23844381965426213e-07,5.70435076951980591e-09,1.10008898336003389e+05,1,1,0,-4.96425159293101981e+00,-4.34289101431524482e+00,-1.50357484070689793e+01,0.00000000000000000e+00,4401
4402,4.46608079999958049e+05,-2.64595540937889825e-07,3.72529029846191406e-09,1.10005572038063998e+05,1,1,0,-4.96426362416252953e+00,-4.34132662031248451e+00,-1.50357363758374696e+01,0.00000000000000000e+00,4402
4403,4.46608079999958049e+05,-1.94131831668327157e-07,2.03726813197135925e-09,1.10002224747385073e+05,1,1,0,-4.96427535803883124e+00,-4.33974951552470500e+00,-1.50357246419611688e+01,0.00000000000000000e+00,4403
4404,4.46608079999958049e+05,-1.21552005785786000e-07,7.56699591875076294e-10,1.09998864634019104e+05,1,1,0,-4.96428672810435501e+00,-4.33815924327172819e+00,-1.50357132718956450e+01,0.00000000000000000e+00,4404
4405,4.46608079999958049e+05,-5.30092148596013119e-08,1.16415321826934814e-10,1.09995499374441686e+05,1,1,0,-4.96429768168057972e+00,-4.33655539220699726e+00,-1.50357023183194194e+01,0.00000000000000000e+00,4405
4406,4.46608079999958049e+05,6.05710054159514918e-09,0.00000000000000000e+00,1.09992135561418865e+05,1,1,0,-4.96430818366886140e+00,-4.33493761311699544e+00,0.00000000000000000e+00,2.43349376131169954e+01,4406
4407,4.46608079999958049e+05,5.39238305573418087e-08,1.16415321826934814e-10,1.09988778522615161e+05,1,1,0,-4.96431821934966866e+00,-4.33330563409750269e+00,0.00000000000000000e+00,2.43333056340975027e+01,4407
4408,4.46608079999958049e+05,8.82090318109448298e-08,4.65661287307739258e-10,1.09985432067089598e+05,1,1,0,-4.96432779022976423e+00,-4.33165926573017490e+00,0.00000000000000000e+00,2.43316592657301740e+01,4408
4409,4.46608079999958049e+05,1.10739409653076945e-07,6.98491930961608887e-10,1.09982098693541542e+05,1,1,0,-4.96433691803245392e+00,-4.32999840259484348e+00,0.00000000000000000e+00,2.43299984025948426e+01,4409
4410,4.46608079999958049e+05,1.21348637383970243e-07,8.14907252788543701e-10,1.09978779578842485e+05,1,1,0,-4.96434563584976196e+00,-4.32832301240068062e+00,0.00000000000000000e+00,2.43283230124006806e+01,4410
4411,4.46608079999958049e+05,1.23201277591473570e-07,8.14907252788543701e-10,1.09975474931318284e+05,1,1,0,-4.96435398936731964e+00,-4.32663312662911803e+00,0.00000000000000000e+00,2.43266331266291189e+01,4411
4412,4.46608079999958049e+05,1.17999550526728437e-07,6.98491930961608887e-10,1.09972184182057536e+05,1,1,0,-4.96436203011709498e+00,-4.32492882221792918e+00,0.00000000000000000e+00,2.43249288222179274e+01,4412
4413,4.46608079999958049e+05,1.07321820192931959e-07,5.82076609134674072e-10,1.09968906161605031e+05,1,1,0,-4.96436981435515534e+00,-4.32321020488477537e+00,0.00000000000000000e+00,2.43232102048847736e+01,4413
4414,4.46608079999958049e+05,9.47314349018896753e-08,5.23868948221206665e-10,1.09965639493269817e+05,1,1,0,-4.96437740027887919e+00,-4.32147739344651693e+00,0.00000000000000000e+00,2.43214773934465178e+01,4414
4415,4.46608079999958049e+05,8.08207738686513622e-08,3.49245965480804443e-10,1.09962382659217226e+05,1,1,0,-4.96438484363500976e+00,-4.31973050042338169e+00,0.00000000000000000e+00,2.43197305004233826e+01,4415
4416,4.46608079999958049e+05,6.74217988142219365e-08,2.32830643653869629e-10,1.09959134201918045e+05,1,1,0,-4.96439219728727643e+00,-4.31796962169024034e+00,0.00000000000000000e+00,2.43179696216902386e+01,4416
4417,4.46608079999958049e+05,5.49738593907066437e-08,1.74622982740402222e-10,1.09955892772157677e+05,1,1,0,-4.96439951007592573e+00,-4.31619482554688449e+00,0.00000000000000000e+00,2.43161948255468836e+01,4417
4418,4.46608079999958049e+05,4.51944690741742532e-08,1.74622982740402222e-10,1.09952657316902478e+05,1,1,0,-4.96440682622123308e+00,-4.31440614845756620e+00,0.00000000000000000e+00,2.43144061484575644e+01,4418
4419,4.46608079999958049e+05,3.73614891966225255e-08,0.00000000000000000e+00,1.09949426999046977e+05,1,1,0,-4.96441418356782727e+00,-4.31260358864534243e+00,0.00000000000000000e+00,2.43126035886453415e+01,4419
4420,4.46608079999958049e+05,3.19151629344139615e-08,5.82076609134674072e-11,1.09946201244867611e+05,1,1,0,-4.96442161630990775e+00,-4.31078710930764508e+00,0.00000000000000000e+00,2.43107871093076469e+01,4420
4421,4.46608079999958049e+05,2.88451499353864700e-08,1.16415321826934814e-10,1.09942979741852672e+05,1,1,0,-4.96442915348624858e+00,-4.30895663680145358e+00,0.00000000000000000e+00,2.43089566368014545e+01,4421
4422,4.46608079999958049e+05,2.77048852616408230e-08,5.82076609134674072e-11,1.09939762388888339e+05,1,1,0,-4.96443681977867879e+00,-4.30711206716496342e+00,0.00000000000000000e+00,2.43071120671649652e+01,4422
4423,4.46608079999958049e+05,2.77018982080253653e-08,5.82076609134674072e-11,1.09936549208646218e+05,1,1,0,-4.96444463651240486e+00,-4.30525326918025364e+00,0.00000000000000000e+00,2.43052532691802554e+01,4423
4424,4.46608079999958049e+05,2.90720665410705731e-08,0.00000000000000000e+00,1.09933340373048879e+05,1,1,0,-4.96445262275726051e+00,-4.30338008705445496e+00,0.00000000000000000e+00,2.43033800870544567e+01,4424
4425,4.46608079999958049e+05,3.12709126746712263e-08,5.82076609134674072e-11,1.09930136143172291e+05,1,1,0,-4.96446079445828836e+00,-4.30149234691198146e+00,0.00000000000000000e+00,2.43014923469119815e+01,4425
4426,4.46608079999958049e+05,3.36630431308289823e-08,0.00000000000000000e+00,1.09926936799383417e+05,1,1,0,-4.96446916571675700e+00,-4.29958985828043438e+00,0.00000000000000000e+00,2.42995898582804344e+01,4426
4427,4.46608079999958049e+05,3.64943457164221971e-08,1.16415321826934814e-10,1.09923742668396473e+05,1,1,0,-4.96447774997000568e+00,-4.29767241768480268e+00,0.00000000000000000e+00,2.42976724176848009e+01,4427
4428,4.46608079999958049e+05,3.91480496433886441e-08,1.16415321826934814e-10,1.09920554055623652e+05,1,1,0,-4.96448655891002311e+00,-4.29573981007040828e+00,0.00000000000000000e+00,2.42957398100704083e+01,4428
4429,4.46608079999958049e+05,4.17933900351312417e-08,1.16415321826934814e-10,1.09917371264015354e+05,1,1,0,-4.96449560428181780e+00,-4.29379180804343186e+00,0.00000000000000000e+00,2.42937918080434301e+01,4429
4430,4.46608079999958049e+05,4.42596511957032949e-08,5.82076609134674072e-11,1.09914194575486908e+05,1,1,0,-4.96450489645268433e+00,-4.29182817325442034e+00,0.00000000000000000e+00,2.42918281732544195e+01,4430
4431,4.46608079999958049e+05,4.65612208337991491e-08,1.16415321826934814e-10,1.09911024252747811e+05,1,1,0,-4.96451444545286869e+00,-4.28984865677578853e+00,0.00000000000000000e+00,2.42898486567757885e+01,4431
4432,4.46608079999958049e+05,4.81739613989853697e-08,1.74622982740402222e-10,1.09907860482090255e+05,1,1,0,-4.96452426102259459e+00,-4.28785299895174798e+00,0.00000000000000000e+00,2.42878529989517489e+01,4432
4433,4.46608079999958049e+05,5.02928865383406793e-08,1.16415321826934814e-10,1.09904703504727833e+05,1,1,0,-4.96453435251921960e+00,-4.28584093027678836e+00,0.00000000000000000e+00,2.42858409302767875e+01,4433
4434,4.46608079999958049e+05,5.24580268126742674e-08,2.32830643653869629e-10,1.09901553566384449e+05,1,1,0,-4.96454472743365471e+00,-4.28381216813958687e+00,0.00000000000000000e+00,2.42838121681395869e+01,4434
4435,4.46608079999958049e+05,5.44579092290657978e-08,2.32830643653869629e-10,1.09898410894252796e+05,1,1,0,-4.96455539259822309e+00,-4.28176641604851493e+00,0.00000000000000000e+00,2.42817664160485158e+01,4435
4436,4.46608079999958049e+05,5.69581277275974937e-08,2.32830643653869629e-10,1.09895275770109089e+05,1,1,0,-4.96456635471727736e+00,-4.27970336892625891e+00,0.00000000000000000e+00,2.42797033689262598e+01,4436
4437,4.46608079999958049e+05,5.94499727038875727e-08,2.32830643653869629e-10,1.09892148474519141e+05,1,1,0,-4.96457761876822268e+00,-4.27762270977314785e+00,0.00000000000000000e+00,2.42776227097731478e+01,4437
4438,4.46608079999958049e+05,6.19857782034633080e-08,2.32830643653869629e-10,1.09889029292714491e+05,1,1,0,-4.96458918906451796e+00,-4.27552411056297466e+00,0.00000000000000000e+00,2.42755241105629764e+01,4438
4439,4.46608079999958049e+05,6.51152553297388451e-08,2.32830643653869629e-10,1.09885918574889307e+05,1,1,0,-4.96460106954772851e+00,-4.27340723728267502e+00,0.00000000000000000e+00,2.42734072372826759e+01,4439
4440,4.46608079999958049e+05,6.90682895129247945e-08,2.91038304567337036e-10,1.09882816761279246e+05,1,1,0,-4.96461326257028635e+00,-4.27127174486411576e+00,0.00000000000000000e+00,2.42712717448641158e+01,4440
4441,4.46608079999958049e+05,7.27065870691252615e-08,3.49245965480804443e-10,1.09879724257317037e+05,1,1,0,-4.96462576864131488e+00,-4.26911727971588917e+00,0.00000000000000000e+00,2.42691172797158892e+01,4441
4442,4.46608079999958049e+05,7.73463164024885810e-08,3.49245965480804443e-10,1.09876641577963208e+05,1,1,0,-4.96463858843040651e+00,-4.26694348276832081e+00,0.00000000000000000e+00,2.42669434827683190e+01,4442
4443,4.46608079999958049e+05,8.21766938623736205e-08,4.07453626394271851e-10,1.09873569258685733e+05,1,1,0,-4.96465172098926999e+00,-4.26474998234367852e+00,0.00000000000000000e+00,2.42647499823436803e+01,4443
4444,4.46608079999958049e+05,8.71504742348467486e-08,3.49245965480804443e-10,1.09870507850290873e+05,1,1,0,-4.96466516480105824e+00,-4.26253640098378739e+00,0.00000000000000000e+00,2.42625364009837874e+01,4444
4445,4.46608079999958049e+05,9.25630898181286213e-08,4.07453626394271851e-10,1.09867457951310033e+05,1,1,0,-4.96467891804119255e+00,-4.26030235759655085e+00,0.00000000000000000e+00,2.42603023575965508e+01,4445
4446,4.46608079999958049e+05,9.86281417049917921e-08,5.82076609134674072e-10,1.09864420231320750e+05,1,1,0,-4.96469297756799666e+00,-4.25804746076555940e+00,0.00000000000000000e+00,2.42580474607655603e+01,4446
4447,4.46608079999958049e+05,1.04731157939390786e-07,5.82076609134674072e-10,1.09861395363544027e+05,1,1,0,-4.96470733885998250e+00,-4.25577131055836855e+00,0.00000000000000000e+00,2.42557713105583694e+01,4447
4448,4.46608079999958049e+05,1.11090047257228364e-07,6.40284270048141479e-10,1.09858384048692940e+05,1,1,0,-4.96472199845177542e+00,-4.25347350491156995e+00,0.00000000000000000e+00,2.42534735049115682e+01,4448
4449,4.46608079999958049e+05,1.17979406464315977e-07,8.14907252788543701e-10,1.09855387045073046e+05,1,1,0,-4.96473695103553947e+00,-4.25115363413356917e+00,0.00000000000000000e+00,2.42511536341335692e+01,4449
4450,4.46608079999958049e+05,1.24438080372668865e-07,8.14907252788543701e-10,1.09852405063174214e+05,1,1,0,-4.96475219096793108e+00,-4.24881127948199921e+00,0.00000000000000000e+00,2.42488112794819983e+01,4450
4451,4.46608079999958049e+05,1.31961704931074563e-07,9.31322574615478516e-10,1.09849438929652504e+05,1,1,0,-4.96476771415181961e+00,-4.24644600959246166e+00,0.00000000000000000e+00,2.42464460095924608e+01,4451
4452,4.46608079999958049e+05,1.38579972350009464e-07,1.04773789644241333e-09,1.09846489371217220e+05,1,1,0,-4.96478351344687585e+00,-4.24405738182397130e+00,0.00000000000000000e+00,2.42440573818239713e+01,4452
4453,4.46608079999958049e+05,1.45937221517513202e-07,1.16415321826934814e-09,1.09843557195064990e+05,1,1,0,-4.96479958468015692e+00,-4.24164493968767609e+00,0.00000000000000000e+00,2.42416449396876743e+01,4453
4454,4.46608079999958049e+05,1.52808684069719143e-07,1.22236087918281555e-09,1.09840643154490477e+05,1,1,0,-4.96481592081043832e+00,-4.23920821134087689e+00,0.00000000000000000e+00,2.42392082113408769e+01,4454
4455,4.46608079999958049e+05,1.60001397316140266e-07,1.39698386192321777e-09,1.09837748037438549e+05,1,1,0,-4.96483251626421040e+00,-4.23674671613760800e+00,0.00000000000000000e+00,2.42367467161376098e+01,4455
4456,4.46608079999958049e+05,1.67150195782160365e-07,1.51339918375015259e-09,1.09834872626383527e+05,1,1,0,-4.96484936519314068e+00,-4.23425996016591810e+00,0.00000000000000000e+00,2.42342599601659181e+01,4456
4457,4.46608079999958049e+05,1.73760055668437033e-07,1.62981450557708740e-09,1.09832017644138672e+05,1,1,0,-4.96486646147925903e+00,-4.23174744047526286e+00,0.00000000000000000e+00,2.42317474404752637e+01,4457
4458,4.46608079999958049e+05,1.80753559598304575e-07,1.74622982740402222e-09,1.09829183854998075e+05,1,1,0,-4.96488379998884444e+00,-4.22920864523782658e+00,0.00000000000000000e+00,2.42292086452378257e+01,4458
4459,4.46608079999958049e+05,1.86993711865949678e-07,1.86264514923095703e-09,1.09826371940108715e+05,1,1,0,-4.96490137478542071e+00,-4.22664304913161804e+00,0.00000000000000000e+00,2.42266430491316171e+01,4459
4460,4.46608079999958049e+05,1.93481310311096008e-07,1.97906047105789185e-09,1.09823582607205783e+05,1,1,0,-4.96491918150615774e+00,-4.22405011392613083e+00,0.00000000000000000e+00,2.42240501139261326e+01,4460
4461,4.46608079999958049e+05,1.99190574782089598e-07,2.21189111471176147e-09,1.09820816478198161e+05,1,1,0,-4.96493721467271687e+00,-4.22142928900487213e+00,0.00000000000000000e+00,2.42214292890048739e+01,4461
4462,4.46608079999958049e+05,2.04711171892459666e-07,2.21189111471176147e-09,1.09818074153888942e+05,1,1,0,-4.96495547002922066e+00,-4.21878001063059482e+00,0.00000000000000000e+00,2.42187800106305957e+01,4462
4463,4.46608079999958049e+05,2.09880680662711831e-07,2.38651409745216370e-09,1.09815356196203327e+05,1,1,0,-4.96497394409690340e+00,-4.21610169882530261e+00,0.00000000000000000e+00,2.42161016988253017e+01,4463
4464,4.46608079999958049e+05,2.14778969124848435e-07,2.50292941927909851e-09,1.09812663136950097e+05,1,1,0,-4.96499263382122891e+00,-4.21339375432538521e+00,0.00000000000000000e+00,2.42133937543253843e+01,4464
4465,4.46608079999958049e+05,2.18988527028069965e-07,2.56113708019256592e-09,1.09809995432168493e+05,1,1,0,-4.96501153582740606e+00,-4.21065556117072681e+00,0.00000000000000000e+00,2.42106555611707250e+01,4465
4466,4.46608079999958049e+05,2.23397705302263060e-07,2.79396772384643555e-09,1.09807353559452473e+05,1,1,0,-4.96503064863883470e+00,-4.20788648346594751e+00,0.00000000000000000e+00,2.42078864834659484e+01,4466
4467,4.46608079999958049e+05,2.26394430008255852e-07,2.85217538475990295e-09,1.09804737841433962e+05,1,1,0,-4.96504997030232254e+00,-4.20508586731866352e+00,0.00000000000000000e+00,2.42050858673186653e+01,4467
4468,4.46608079999958049e+05,2.29808092163544465e-07,2.96859070658683777e-09,1.09802148646285175e+05,1,1,0,-4.96506950130083968e+00,-4.20225303995969579e+00,0.00000000000000000e+00,2.42022530399596967e+01,4468
4469,4.46608079999958049e+05,2.32177079545516823e-07,2.91038304567337036e-09,1.09799586227648426e+05,1,1,0,-4.96508924065048252e+00,-4.19938729625542884e+00,0.00000000000000000e+00,2.41993872962554306e+01,4469
4470,4.46608079999958049e+05,2.34254688702047385e-07,2.91038304567337036e-09,1.09797050807265477e+05,1,1,0,-4.96510919016318653e+00,-4.19648790814254902e+00,0.00000000000000000e+00,2.41964879081425508e+01,4470
4471,4.46608079999958049e+05,2.36191679837583264e-07,3.02679836750030518e-09,1.09794542591517718e+05,1,1,0,-4.96512935139052303e+00,-4.19355413044269199e+00,0.00000000000000000e+00,2.41935541304426920e+01,4471
4472,4.46608079999958049e+05,2.37521149818125947e-07,3.02679836750030518e-09,1.09792061720332000e+05,1,1,0,-4.96514972640762409e+00,-4.19058518882587894e+00,0.00000000000000000e+00,2.41905851888258780e+01,4472
4473,4.46608079999958049e+05,2.38337293267512172e-07,3.02679836750030518e-09,1.09789608277558480e+05,1,1,0,-4.96517031841914758e+00,-4.18758028360127010e+00,0.00000000000000000e+00,2.41875802836012710e+01,4473
4474,4.46608079999958049e+05,2.39073620736064840e-07,3.02679836750030518e-09,1.09787182338553815e+05,1,1,0,-4.96519113188135108e+00,-4.18453858813107438e+00,0.00000000000000000e+00,2.41845385881310762e+01,4474
4475,4.46608079999958049e+05,2.39233819535945845e-07,3.08500602841377258e-09,1.09784783915817970e+05,1,1,0,-4.96521217115481406e+00,-4.18145924438205085e+00,0.00000000000000000e+00,2.41814592443820509e+01,4475
4476,4.46608079999958049e+05,2.39413003006176920e-07,3.08500602841377258e-09,1.09782413024219510e+05,1,1,0,-4.96523344253537235e+00,-4.17834136221858277e+00,0.00000000000000000e+00,2.41783413622185819e+01,4476
4477,4.46608079999958049e+05,2.38781918565047468e-07,3.08500602841377258e-09,1.09780069590198837e+05,1,1,0,-4.96525495114273241e+00,-4.17518401711395626e+00,0.00000000000000000e+00,2.41751840171139563e+01,4477
4478,4.46608079999958049e+05,2.38547996504084989e-07,3.08500602841377258e-09,1.09777753584112244e+05,1,1,0,-4.96527670399909482e+00,-4.17198625599104744e+00,0.00000000000000000e+00,2.41719862559910474e+01,4478
4479,4.46608079999958049e+05,2.37622782408850667e-07,3.14321368932723999e-09,1.09775464900895357e+05,1,1,0,-4.96529870750685642e+00,-4.16874708469194655e+00,0.00000000000000000e+00,2.41687470846919474e+01,4479
4480,4.46608079999958049e+05,2.37042122854928755e-07,3.02679836750030518e-09,1.09773203473645553e+05,1,1,0,-4.96532096971801806e+00,-4.16546547258254485e+00,0.00000000000000000e+00,2.41654654725825466e+01,4480
4481,4.46608079999958049e+05,2.35700666195333057e-07,2.96859070658683777e-09,1.09770969152387610e+05,1,1,0,-4.96534349612972914e+00,-4.16214035270573390e+00,0.00000000000000000e+00,2.41621403527057339e+01,4481
4482,4.46608079999958049e+05,2.34710934574561177e-07,2.91038304567337036e-09,1.09768761826147442e+05,1,1,0,-4.96536629541050001e+00,-4.15877062312920831e+00,0.00000000000000000e+00,2.41587706231292074e+01,4482
4483,4.46608079999958049e+05,2.33331331957566852e-07,2.91038304567337036e-09,1.09766581341544050e+05,1,1,0,-4.96538937297923244e+00,-4.15535514273914153e+00,0.00000000000000000e+00,2.41553551427391398e+01,4483
4484,4.46608079999958049e+05,2.32188035908866202e-07,2.91038304567337036e-09,1.09764427571423337e+05,1,1,0,-4.96541273570832331e+00,-4.15189273258129088e+00,0.00000000000000000e+00,2.41518927325812918e+01,4484
4485,4.46608079999958049e+05,2.30279199233657269e-07,2.85217538475990295e-09,1.09762300305118246e+05,1,1,0,-4.96543638886887706e+00,-4.14838217588659131e+00,0.00000000000000000e+00,2.41483821758865922e+01,4485
4486,4.46608079999958049e+05,2.29025927061898708e-07,2.85217538475990295e-09,1.09760199404171217e+05,1,1,0,-4.96546033741588744e+00,-4.14482221566774367e+00,0.00000000000000000e+00,2.41448222156677446e+01,4486
4487,4.46608079999958049e+05,2.27535670890804011e-07,2.79396772384643555e-09,1.09758124704451853e+05,1,1,0,-4.96548458410447768e+00,-4.14121154619696963e+00,0.00000000000000000e+00,2.41412115461969705e+01,4487
4488,4.46608079999958049e+05,2.25635576181284605e-07,2.73576006293296814e-09,1.09756075997267995e+05,1,1,0,-4.96550913071939082e+00,-4.13754882021454762e+00,0.00000000000000000e+00,2.41375488202145476e+01,4488
4489,4.46608079999958049e+05,2.24251177722166124e-07,2.67755240201950073e-09,1.09754053130811531e+05,1,1,0,-4.96553397802763552e+00,-4.13383265084838136e+00,0.00000000000000000e+00,2.41338326508483831e+01,4489
4490,4.46608079999958049e+05,2.22015876674874342e-07,2.67755240201950073e-09,1.09752055860442531e+05,1,1,0,-4.96555912387380172e+00,-4.13006159669658501e+00,0.00000000000000000e+00,2.41300615966965850e+01,4490
4491,4.46608079999958049e+05,2.20980811044609746e-07,2.61934474110603333e-09,1.09750084073441481e+05,1,1,0,-4.96558456566323070e+00,-4.12623417855340691e+00,0.00000000000000000e+00,2.41262341785534069e+01,4491
4492,4.46608079999958049e+05,2.18881323545210220e-07,2.67755240201950073e-09,1.09748137540835582e+05,1,1,0,-4.96561029546908639e+00,-4.12234887045472043e+00,0.00000000000000000e+00,2.41223488704547222e+01,4492
4493,4.46608079999958049e+05,2.17602227309876755e-07,2.50292941927909851e-09,1.09746216124007653e+05,1,1,0,-4.96563630637666442e+00,-4.11840409438728727e+00,0.00000000000000000e+00,2.41184040943872873e+01,4493
4494,4.46608079999958049e+05,2.15880239106391697e-07,2.50292941927909851e-09,1.09744319636247339e+05,1,1,0,-4.96566258565448937e+00,-4.11439821802179750e+00,0.00000000000000000e+00,2.41143982180217975e+01,4494
4495,4.46608079999958049e+05,2.13956462845978889e-07,2.56113708019256592e-09,1.09742447869372962e+05,1,1,0,-4.96568912001816809e+00,-4.11032955107525133e+00,0.00000000000000000e+00,2.41103295510752531e+01,4495
4496,4.46608079999958049e+05,2.12782565340931122e-07,2.44472175836563110e-09,1.09740600697912363e+05,1,1,0,-4.96571589289155124e+00,-4.10619635359517243e+00,0.00000000000000000e+00,2.41061963535951733e+01,4496
4497,4.46608079999958049e+05,2.11148485038398192e-07,2.44472175836563110e-09,1.09738777946576622e+05,1,1,0,-4.96574288355646676e+00,-4.10199683163122408e+00,0.00000000000000000e+00,2.41019968316312259e+01,4497
