contract_hash,temperature_K,xB,radius_m,G_alpha_J_mol,mu_A_J_mol,mu_B_J_mol,dGdx_J_mol,d2Gdx2_J_mol,driving_force_beta_J_mol,D_alpha_m2_s,planar_solvus_xB,curvature_equilibrium_xB,Vm_alpha_m3_mol,Vm_beta_m3_mol,convex_extrapolation_enabled,python_G_alpha_J_mol,relative_error_G_alpha_J_mol,python_mu_A_J_mol,relative_error_mu_A_J_mol,python_mu_B_J_mol,relative_error_mu_B_J_mol,python_dGdx_J_mol,relative_error_dGdx_J_mol,python_d2Gdx2_J_mol,relative_error_d2Gdx2_J_mol,python_driving_force_beta_J_mol,relative_error_driving_force_beta_J_mol,python_D_alpha_m2_s,relative_error_D_alpha_m2_s,python_planar_solvus_xB,absolute_error_planar_solvus_xB,python_curvature_equilibrium_xB,relative_error_curvature_equilibrium_xB,relative_error_Vm_alpha_m3_mol,relative_error_Vm_beta_m3_mol,maximum_relative_error,row_status
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.002,5.0000000000000004e-08,-152695.45776460768,-152681.72379131822,-159548.71043605445,-6866.9866447362292,2661854.9376565148,-4425.5599483390624,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152695.4577646077,1.9060049907705566e-16,-152681.72379131822,0.0,-159548.71043605448,1.8241344838946992e-16,-6866.986644736258,4.238224415223324e-15,2661854.937656515,0.0,-4425.5599483390615,2.0550952023918842e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,4.238224415223324e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0040000000000000001,2.0000000000000001e-09,-152705.10299844193,-152692.26436608538,-155901.92245522494,-3209.658089139557,1304218.0495498527,-778.77196750953465,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152705.10299844193,0.0,-152692.26436608538,0.0,-155901.92245522494,0.0,-3209.658089139557,0.0,1304218.0495498527,0.0,-778.7719675095323,3.065626000623484e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,3.065626000623484e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0040000000000000001,5.0000000000000001e-09,-152705.10299844193,-152692.26436608538,-155901.92245522494,-3209.658089139557,1304218.0495498527,-778.77196750953465,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152705.10299844193,0.0,-152692.26436608538,0.0,-155901.92245522494,0.0,-3209.658089139557,0.0,1304218.0495498527,0.0,-778.7719675095323,3.065626000623484e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,3.065626000623484e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0040000000000000001,1e-08,-152705.10299844193,-152692.26436608538,-155901.92245522494,-3209.658089139557,1304218.0495498527,-778.77196750953465,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152705.10299844193,0.0,-152692.26436608538,0.0,-155901.92245522494,0.0,-3209.658089139557,0.0,1304218.0495498527,0.0,-778.7719675095323,3.065626000623484e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,3.065626000623484e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0040000000000000001,2e-08,-152705.10299844193,-152692.26436608538,-155901.92245522494,-3209.658089139557,1304218.0495498527,-778.77196750953465,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152705.10299844193,0.0,-152692.26436608538,0.0,-155901.92245522494,0.0,-3209.658089139557,0.0,1304218.0495498527,0.0,-778.7719675095323,3.065626000623484e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,3.065626000623484e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0040000000000000001,5.0000000000000004e-08,-152705.10299844193,-152692.26436608538,-155901.92245522494,-3209.658089139557,1304218.0495498527,-778.77196750953465,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152705.10299844193,0.0,-152692.26436608538,0.0,-155901.92245522494,0.0,-3209.658089139557,0.0,1304218.0495498527,0.0,-778.7719675095323,3.065626000623484e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,3.065626000623484e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.004649261005504824,2.0000000000000001e-09,-152706.92635032479,-152695.64022150362,-155123.15048771541,-2427.5102662117861,1114628.5107213804,-3.6570213809968184e-12,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152706.9263503248,0.0,-152695.64022150362,0.0,-155123.1504877154,0.0,-2427.510266211786,0.0,1114628.5107213804,0.0,0.0,3.657021380996818e-12,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,3.657021380996818e-12,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.004649261005504824,5.0000000000000001e-09,-152706.92635032479,-152695.64022150362,-155123.15048771541,-2427.5102662117861,1114628.5107213804,-3.6570213809968184e-12,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152706.9263503248,0.0,-152695.64022150362,0.0,-155123.1504877154,0.0,-2427.510266211786,0.0,1114628.5107213804,0.0,0.0,3.657021380996818e-12,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,3.657021380996818e-12,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.004649261005504824,1e-08,-152706.92635032479,-152695.64022150362,-155123.15048771541,-2427.5102662117861,1114628.5107213804,-3.6570213809968184e-12,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152706.9263503248,0.0,-152695.64022150362,0.0,-155123.1504877154,0.0,-2427.510266211786,0.0,1114628.5107213804,0.0,0.0,3.657021380996818e-12,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,3.657021380996818e-12,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.004649261005504824,2e-08,-152706.92635032479,-152695.64022150362,-155123.15048771541,-2427.5102662117861,1114628.5107213804,-3.6570213809968184e-12,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152706.9263503248,0.0,-152695.64022150362,0.0,-155123.1504877154,0.0,-2427.510266211786,0.0,1114628.5107213804,0.0,0.0,3.657021380996818e-12,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,3.657021380996818e-12,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.004649261005504824,5.0000000000000004e-08,-152706.92635032479,-152695.64022150362,-155123.15048771541,-2427.5102662117861,1114628.5107213804,-3.6570213809968184e-12,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152706.9263503248,0.0,-152695.64022150362,0.0,-155123.1504877154,0.0,-2427.510266211786,0.0,1114628.5107213804,0.0,0.0,3.657021380996818e-12,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,3.657021380996818e-12,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0050000000000000001,2.0000000000000001e-09,-152707.71095466349,-152697.45453618304,-154748.73823227236,-2051.2836960893183,1032693.9663973751,374.41225544306468,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152707.7109546635,0.0,-152697.45453618304,0.0,-154748.73823227236,0.0,-2051.2836960893183,0.0,1032693.9663973751,0.0,374.4122554430687,1.0779248489987117e-14,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,1.0779248489987117e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0050000000000000001,5.0000000000000001e-09,-152707.71095466349,-152697.45453618304,-154748.73823227236,-2051.2836960893183,1032693.9663973751,374.41225544306468,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152707.7109546635,0.0,-152697.45453618304,0.0,-154748.73823227236,0.0,-2051.2836960893183,0.0,1032693.9663973751,0.0,374.4122554430687,1.0779248489987117e-14,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,1.0779248489987117e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0050000000000000001,1e-08,-152707.71095466349,-152697.45453618304,-154748.73823227236,-2051.2836960893183,1032693.9663973751,374.41225544306468,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152707.7109546635,0.0,-152697.45453618304,0.0,-154748.73823227236,0.0,-2051.2836960893183,0.0,1032693.9663973751,0.0,374.4122554430687,1.0779248489987117e-14,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,1.0779248489987117e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0050000000000000001,2e-08,-152707.71095466349,-152697.45453618304,-154748.73823227236,-2051.2836960893183,1032693.9663973751,374.41225544306468,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152707.7109546635,0.0,-152697.45453618304,0.0,-154748.73823227236,0.0,-2051.2836960893183,0.0,1032693.9663973751,0.0,374.4122554430687,1.0779248489987117e-14,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,1.0779248489987117e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0050000000000000001,5.0000000000000004e-08,-152707.71095466349,-152697.45453618304,-154748.73823227236,-2051.2836960893183,1032693.9663973751,374.41225544306468,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152707.7109546635,0.0,-152697.45453618304,0.0,-154748.73823227236,0.0,-2051.2836960893183,0.0,1032693.9663973751,0.0,374.4122554430687,1.0779248489987117e-14,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,1.0779248489987117e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0080000000000000002,2.0000000000000001e-09,-152709.97778328648,-152712.70470954239,-152371.83892755478,340.86578198760981,625416.12765635317,2751.3115601606501,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152709.97778328648,0.0,-152712.7047095424,0.0,-152371.83892755475,1.9100531083418324e-16,340.8657819876389,8.538208290378974e-14,625416.1276563532,0.0,2751.311560160655,1.818122284725549e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,8.538208290378974e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0080000000000000002,5.0000000000000001e-09,-152709.97778328648,-152712.70470954239,-152371.83892755478,340.86578198760981,625416.12765635317,2751.3115601606501,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152709.97778328648,0.0,-152712.7047095424,0.0,-152371.83892755475,1.9100531083418324e-16,340.8657819876389,8.538208290378974e-14,625416.1276563532,0.0,2751.311560160655,1.818122284725549e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,8.538208290378974e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0080000000000000002,1e-08,-152709.97778328648,-152712.70470954239,-152371.83892755478,340.86578198760981,625416.12765635317,2751.3115601606501,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152709.97778328648,0.0,-152712.7047095424,0.0,-152371.83892755475,1.9100531083418324e-16,340.8657819876389,8.538208290378974e-14,625416.1276563532,0.0,2751.311560160655,1.818122284725549e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,8.538208290378974e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0080000000000000002,2e-08,-152709.97778328648,-152712.70470954239,-152371.83892755478,340.86578198760981,625416.12765635317,2751.3115601606501,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152709.97778328648,0.0,-152712.7047095424,0.0,-152371.83892755475,1.9100531083418324e-16,340.8657819876389,8.538208290378974e-14,625416.1276563532,0.0,2751.311560160655,1.818122284725549e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,8.538208290378974e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.0080000000000000002,5.0000000000000004e-08,-152709.97778328648,-152712.70470954239,-152371.83892755478,340.86578198760981,625416.12765635317,2751.3115601606501,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152709.97778328648,0.0,-152712.7047095424,0.0,-152371.83892755475,1.9100531083418324e-16,340.8657819876389,8.538208290378974e-14,625416.1276563532,0.0,2751.311560160655,1.818122284725549e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,8.538208290378974e-14,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.01,2.0000000000000001e-09,-152708.14602824175,-152722.60465517922,-151276.74196143448,1445.8626937447407,489662.4055465468,3846.4085262809149,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152708.14602824175,0.0,-152722.60465517922,0.0,-151276.74196143448,0.0,1445.8626937447407,0.0,489662.40554654674,1.1887304447744507e-16,3846.4085262809203,1.4187177917666208e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,1.4187177917666208e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.01,5.0000000000000001e-09,-152708.14602824175,-152722.60465517922,-151276.74196143448,1445.8626937447407,489662.4055465468,3846.4085262809149,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152708.14602824175,0.0,-152722.60465517922,0.0,-151276.74196143448,0.0,1445.8626937447407,0.0,489662.40554654674,1.1887304447744507e-16,3846.4085262809203,1.4187177917666208e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,1.4187177917666208e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.01,1e-08,-152708.14602824175,-152722.60465517922,-151276.74196143448,1445.8626937447407,489662.4055465468,3846.4085262809149,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152708.14602824175,0.0,-152722.60465517922,0.0,-151276.74196143448,0.0,1445.8626937447407,0.0,489662.40554654674,1.1887304447744507e-16,3846.4085262809203,1.4187177917666208e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,1.4187177917666208e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.01,2e-08,-152708.14602824175,-152722.60465517922,-151276.74196143448,1445.8626937447407,489662.4055465468,3846.4085262809149,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152708.14602824175,0.0,-152722.60465517922,0.0,-151276.74196143448,0.0,1445.8626937447407,0.0,489662.40554654674,1.1887304447744507e-16,3846.4085262809203,1.4187177917666208e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,1.4187177917666208e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.01,5.0000000000000004e-08,-152708.14602824175,-152722.60465517922,-151276.74196143448,1445.8626937447407,489662.4055465468,3846.4085262809149,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152708.14602824175,0.0,-152722.60465517922,0.0,-151276.74196143448,0.0,1445.8626937447407,0.0,489662.40554654674,1.1887304447744507e-16,3846.4085262809203,1.4187177917666208e-15,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,1.4187177917666208e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.02,2.0000000000000001e-09,-152675.37824134485,-152768.90570999918,-148092.532277285,4676.3734327141719,218188.81653008712,7030.6182104304226,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152675.37824134488,1.9062556642713666e-16,-152768.90570999918,0.0,-148092.53227728498,1.9652463233082118e-16,4676.373432714201,6.223589898345998e-15,218188.81653008712,0.0,7030.618210430424,2.5872396268755653e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,6.223589898345998e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.02,5.0000000000000001e-09,-152675.37824134485,-152768.90570999918,-148092.532277285,4676.3734327141719,218188.81653008712,7030.6182104304226,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152675.37824134488,1.9062556642713666e-16,-152768.90570999918,0.0,-148092.53227728498,1.9652463233082118e-16,4676.373432714201,6.223589898345998e-15,218188.81653008712,0.0,7030.618210430424,2.5872396268755653e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,6.223589898345998e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.02,1e-08,-152675.37824134485,-152768.90570999918,-148092.532277285,4676.3734327141719,218188.81653008712,7030.6182104304226,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152675.37824134488,1.9062556642713666e-16,-152768.90570999918,0.0,-148092.53227728498,1.9652463233082118e-16,4676.373432714201,6.223589898345998e-15,218188.81653008712,0.0,7030.618210430424,2.5872396268755653e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,6.223589898345998e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.02,2e-08,-152675.37824134485,-152768.90570999918,-148092.532277285,4676.3734327141719,218188.81653008712,7030.6182104304226,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152675.37824134488,1.9062556642713666e-16,-152768.90570999918,0.0,-148092.53227728498,1.9652463233082118e-16,4676.373432714201,6.223589898345998e-15,218188.81653008712,0.0,7030.618210430424,2.5872396268755653e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,6.223589898345998e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.02,5.0000000000000004e-08,-152675.37824134485,-152768.90570999918,-148092.532277285,4676.3734327141719,218188.81653008712,7030.6182104304226,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152675.37824134488,1.9062556642713666e-16,-152768.90570999918,0.0,-148092.53227728498,1.9652463233082118e-16,4676.373432714201,6.223589898345998e-15,218188.81653008712,0.0,7030.618210430424,2.5872396268755653e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,6.223589898345998e-15,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.035000000000000003,2.0000000000000001e-09,-152586.32257625941,-152828.3808102193,-145912.43126850776,6915.9495417115395,101905.13989299562,9210.71921920766,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152586.3225762594,0.0,-152828.3808102193,0.0,-145912.43126850776,0.0,6915.9495417115395,0.0,101905.13989299562,0.0,9210.719219207662,1.9748614198906525e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,1.9748614198906525e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.035000000000000003,5.0000000000000001e-09,-152586.32257625941,-152828.3808102193,-145912.43126850776,6915.9495417115395,101905.13989299562,9210.71921920766,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152586.3225762594,0.0,-152828.3808102193,0.0,-145912.43126850776,0.0,6915.9495417115395,0.0,101905.13989299562,0.0,9210.719219207662,1.9748614198906525e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,1.9748614198906525e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.035000000000000003,1e-08,-152586.32257625941,-152828.3808102193,-145912.43126850776,6915.9495417115395,101905.13989299562,9210.71921920766,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152586.3225762594,0.0,-152828.3808102193,0.0,-145912.43126850776,0.0,6915.9495417115395,0.0,101905.13989299562,0.0,9210.719219207662,1.9748614198906525e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,1.9748614198906525e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.035000000000000003,2e-08,-152586.32257625941,-152828.3808102193,-145912.43126850776,6915.9495417115395,101905.13989299562,9210.71921920766,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152586.3225762594,0.0,-152828.3808102193,0.0,-145912.43126850776,0.0,6915.9495417115395,0.0,101905.13989299562,0.0,9210.719219207662,1.9748614198906525e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,1.9748614198906525e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.035000000000000003,5.0000000000000004e-08,-152586.32257625941,-152828.3808102193,-145912.43126850776,6915.9495417115395,101905.13989299562,9210.71921920766,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152586.3225762594,0.0,-152828.3808102193,0.0,-145912.43126850776,0.0,6915.9495417115395,0.0,101905.13989299562,0.0,9210.719219207662,1.9748614198906525e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,1.9748614198906525e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.050000000000000003,2.0000000000000001e-09,-152473.18224799592,-152875.91970600226,-144821.17054587579,8054.7491601264628,55446.070958223143,10301.97994183962,8.0732559548039631e-18,0.004649261005504824,0.016532975204293306,4.1009e-05,4.1009e-05,0,-152473.18224799592,0.0,-152875.91970600226,0.0,-144821.1705458758,0.0,8054.749160126463,0.0,55446.070958223136,1.3122584681727276e-16,10301.979941839623,3.531339439243831e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.016532975204293306,0.0,0.0,0.0,3.531339439243831e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.050000000000000003,5.0000000000000001e-09,-152473.18224799592,-152875.91970600226,-144821.17054587579,8054.7491601264628,55446.070958223143,10301.97994183962,8.0732559548039631e-18,0.004649261005504824,0.0077227284176431162,4.1009e-05,4.1009e-05,0,-152473.18224799592,0.0,-152875.91970600226,0.0,-144821.1705458758,0.0,8054.749160126463,0.0,55446.070958223136,1.3122584681727276e-16,10301.979941839623,3.531339439243831e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.007722728417643116,0.0,0.0,0.0,3.531339439243831e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.050000000000000003,1e-08,-152473.18224799592,-152875.91970600226,-144821.17054587579,8054.7491601264628,55446.070958223143,10301.97994183962,8.0732559548039631e-18,0.004649261005504824,0.0059920764421235572,4.1009e-05,4.1009e-05,0,-152473.18224799592,0.0,-152875.91970600226,0.0,-144821.1705458758,0.0,8054.749160126463,0.0,55446.070958223136,1.3122584681727276e-16,10301.979941839623,3.531339439243831e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005992076442123557,0.0,0.0,0.0,3.531339439243831e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.050000000000000003,2e-08,-152473.18224799592,-152875.91970600226,-144821.17054587579,8054.7491601264628,55446.070958223143,10301.97994183962,8.0732559548039631e-18,0.004649261005504824,0.005278136730359412,4.1009e-05,4.1009e-05,0,-152473.18224799592,0.0,-152875.91970600226,0.0,-144821.1705458758,0.0,8054.749160126463,0.0,55446.070958223136,1.3122584681727276e-16,10301.979941839623,3.531339439243831e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.005278136730359412,0.0,0.0,0.0,3.531339439243831e-16,PASS
d0ff02973ab0f737043e1a40d4f69893a469cbfe2bc4cd22f9e6a410bd0b1333,653.14999999999998,0.050000000000000003,5.0000000000000004e-08,-152473.18224799592,-152875.91970600226,-144821.17054587579,8054.7491601264628,55446.070958223143,10301.97994183962,8.0732559548039631e-18,0.004649261005504824,0.0048912809758695618,4.1009e-05,4.1009e-05,0,-152473.18224799592,0.0,-152875.91970600226,0.0,-144821.1705458758,0.0,8054.749160126463,0.0,55446.070958223136,1.3122584681727276e-16,10301.979941839623,3.531339439243831e-16,8.073255954803963e-18,0.0,0.004649261005504824,0.0,0.004891280975869562,0.0,0.0,0.0,3.531339439243831e-16,PASS
