allocation_call_id,call_kind,source_file,source_line,source_expression,active_path_classification
SRC0101,DEVICE_ALLOC,main_cuda.cu,30483,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_phi_increment_prev_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_phi_increment_current_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_phase_active_prev_r, size_r));",CONDITIONAL_OR_NON_PF_PATH
SRC0102,DEVICE_ALLOC,main_cuda.cu,30484,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_phi_increment_current_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_phase_active_prev_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_phase_active_current_r, size_r));",CONDITIONAL_OR_NON_PF_PATH
SRC0103,DEVICE_ALLOC,main_cuda.cu,30485,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_phase_active_prev_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_phase_active_current_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_unaccelerated_C_r, size_r));",CONDITIONAL_OR_NON_PF_PATH
SRC0104,DEVICE_ALLOC,main_cuda.cu,30486,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_phase_active_current_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_unaccelerated_C_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_unaccelerated_phi_r, size_r));",PF_LEDGER_DETAILED
SRC0105,DEVICE_ALLOC,main_cuda.cu,30487,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_unaccelerated_C_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_unaccelerated_phi_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_previous_candidate_C_r, size_r));",PF_LEDGER_DETAILED
SRC0106,DEVICE_ALLOC,main_cuda.cu,30488,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_unaccelerated_phi_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_previous_candidate_C_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_previous_candidate_phi_r, size_r));",PF_LEDGER_DETAILED
SRC0107,DEVICE_ALLOC,main_cuda.cu,30489,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_previous_candidate_C_r, size_r));             CUDA_CHECK(cudaMalloc(&d_ctot_outer_previous_candidate_phi_r, size_r));             if (ctot_anderson_m3_runtime) {",CONDITIONAL_OR_NON_PF_PATH
SRC0108,DEVICE_ALLOC,main_cuda.cu,30490,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_previous_candidate_phi_r, size_r));             if (ctot_anderson_m3_runtime) {                 CUDA_CHECK(cudaMalloc(",CONDITIONAL_OR_NON_PF_PATH
SRC0109,DEVICE_ALLOC,main_cuda.cu,30492,"CUDA_CHECK(cudaMalloc(                     &d_ctot_outer_C_residual_prev2_r, size_r));                 CUDA_CHECK(cudaMalloc(",CONDITIONAL_OR_NON_PF_PATH
SRC0110,DEVICE_ALLOC,main_cuda.cu,30494,"CUDA_CHECK(cudaMalloc(                     &d_ctot_outer_phi_residual_prev2_r, size_r));                 CUDA_CHECK(cudaMalloc(",CONDITIONAL_OR_NON_PF_PATH
SRC0111,DEVICE_ALLOC,main_cuda.cu,30496,"CUDA_CHECK(cudaMalloc(                     &d_ctot_outer_candidate_C_prev2_r, size_r));                 CUDA_CHECK(cudaMalloc(",CONDITIONAL_OR_NON_PF_PATH
SRC0112,DEVICE_ALLOC,main_cuda.cu,30498,"CUDA_CHECK(cudaMalloc(                     &d_ctot_outer_candidate_phi_prev2_r, size_r));             }",CONDITIONAL_OR_NON_PF_PATH
SRC0113,DEVICE_ALLOC,main_cuda.cu,30502,"CUDA_CHECK(cudaMalloc(&d_ctot_audit_stats,                               CTOT_AUDIT_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_ctot_phase_stats,",PF_LEDGER_DETAILED
SRC0114,DEVICE_ALLOC,main_cuda.cu,30504,"CUDA_CHECK(cudaMalloc(&d_ctot_phase_stats,                               CTOT_PHASE_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_ctot_phase_pdas_stats,",PF_LEDGER_DETAILED
SRC0115,DEVICE_ALLOC,main_cuda.cu,30506,"CUDA_CHECK(cudaMalloc(&d_ctot_phase_pdas_stats,                               PHASE_PDAS_STATS_COUNT * sizeof(double)));         const int phase_trial_summary_count =",PF_LEDGER_DETAILED
SRC0116,DEVICE_ALLOC,main_cuda.cu,30511,"CUDA_CHECK(cudaMalloc(&d_ctot_phase_trial_block_summaries,                               (size_t)phase_trial_summary_count *                                   sizeof(PhasePdasTrialBlockSummary)));",PF_LEDGER_DETAILED
SRC0117,DEVICE_ALLOC,main_cuda.cu,30514,"CUDA_CHECK(cudaMalloc(&d_ctot_phase_trial_decision,                               sizeof(PhasePdasTrialDecisionPacket)));         CUDA_CHECK(cudaMalloc(&d_ctot_phase_pcg_scalars,",PF_LEDGER_DETAILED
SRC0118,DEVICE_ALLOC,main_cuda.cu,30516,"CUDA_CHECK(cudaMalloc(&d_ctot_phase_pcg_scalars,                               CTOT_PCG_SCALAR_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_ctot_phase_pcg_packet,",PF_LEDGER_DETAILED
SRC0119,DEVICE_ALLOC,main_cuda.cu,30518,"CUDA_CHECK(cudaMalloc(&d_ctot_phase_pcg_packet,                               2 * sizeof(double)));         gpu_reduce_workspace_reserve(total_r);",PF_LEDGER_DETAILED
SRC0120,DEVICE_ALLOC,main_cuda.cu,30521,"CUDA_CHECK(cudaMalloc(&d_ctot_transport_stats,                               CTOT_TRANSPORT_STATS_COUNT * sizeof(double)));         if (strcmp(P.composition_evolution_mode, ""ctot_mimetic_be"") == 0 ||",PF_LEDGER_DETAILED
SRC0121,DEVICE_ALLOC,main_cuda.cu,30526,"CUDA_CHECK(cudaMalloc(&d_ctot_fv_face_x, size_r));             if (!ctot_face_streaming_runtime) {                 CUDA_CHECK(cudaMalloc(&d_ctot_fv_face_y, size_r));",PF_LEDGER_DETAILED
SRC0122,DEVICE_ALLOC,main_cuda.cu,30528,"CUDA_CHECK(cudaMalloc(&d_ctot_fv_face_y, size_r));                 CUDA_CHECK(cudaMalloc(&d_ctot_fv_face_z, size_r));             }",PF_LEDGER_DETAILED
SRC0123,DEVICE_ALLOC,main_cuda.cu,30529,"CUDA_CHECK(cudaMalloc(&d_ctot_fv_face_z, size_r));             }             if (ctot_capacity_aware_outer_contract &&",PF_LEDGER_DETAILED
SRC0124,DEVICE_ALLOC,main_cuda.cu,30533,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_face_prev_x, size_r));                 CUDA_CHECK(cudaMalloc(&d_ctot_outer_face_prev_y, size_r));                 CUDA_CHECK(cudaMalloc(&d_ctot_outer_face_prev_z, size_r));",PF_LEDGER_DETAILED
SRC0125,DEVICE_ALLOC,main_cuda.cu,30534,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_face_prev_y, size_r));                 CUDA_CHECK(cudaMalloc(&d_ctot_outer_face_prev_z, size_r));             }",PF_LEDGER_DETAILED
SRC0126,DEVICE_ALLOC,main_cuda.cu,30535,"CUDA_CHECK(cudaMalloc(&d_ctot_outer_face_prev_z, size_r));             }         }",PF_LEDGER_DETAILED
SRC0127,DEVICE_ALLOC,main_cuda.cu,30829,"CUDA_CHECK(cudaMalloc(&d_q_alpha_r, size_r));         CUDA_CHECK(cudaMalloc(&d_pf_q_stats, PF_Q_STATS_COUNT * sizeof(double)));         if (case_output_dir && case_output_dir[0] != '\0') {",CONDITIONAL_OR_NON_PF_PATH
SRC0128,DEVICE_ALLOC,main_cuda.cu,30830,"CUDA_CHECK(cudaMalloc(&d_pf_q_stats, PF_Q_STATS_COUNT * sizeof(double)));         if (case_output_dir && case_output_dir[0] != '\0') {             char q_diag_path[4096];",CONDITIONAL_OR_NON_PF_PATH
SRC0129,DEVICE_ALLOC,main_cuda.cu,30849,"CUDA_CHECK(cudaMalloc(&d_pf_conservative_storage_r, size_r));         CUDA_CHECK(cudaMalloc(&d_pf_conservative_stats,                               PF_CONS_STATS_COUNT * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0130,DEVICE_ALLOC,main_cuda.cu,30850,"CUDA_CHECK(cudaMalloc(&d_pf_conservative_stats,                               PF_CONS_STATS_COUNT * sizeof(double)));         if (case_output_dir && case_output_dir[0] != '\0') {",CONDITIONAL_OR_NON_PF_PATH
SRC0131,DEVICE_ALLOC,main_cuda.cu,30879,"CUDA_CHECK(cudaMalloc(&d_Y_projection_base_r, size_r));     }     // 优化：不再分配d_xBtot_r，节省1GB显存",CONDITIONAL_OR_NON_PF_PATH
SRC0132,DEVICE_ALLOC,main_cuda.cu,30885,"CUDA_CHECK(cudaMalloc(&d_mu_x_r, size_r));     // Optimization: d_Y_rhs_r 复用 d_mu_x_r（Y_rhs 在 mu_x 完全使用后写入）     d_Y_rhs_r = d_mu_x_r;",PF_LEDGER_DETAILED
SRC0133,DEVICE_ALLOC,main_cuda.cu,30889,"CUDA_CHECK(cudaMalloc(&d_divJ_r, size_r));     d_xB_prev_r = d_divJ_r;     if (P.dynamics_mass_diag_enabled && P.mode == 0) {",PF_LEDGER_DETAILED
SRC0134,DEVICE_ALLOC,main_cuda.cu,30892,"CUDA_CHECK(cudaMalloc(&d_xB_old_diag_r, size_r));     }     // 优化：不再分配d_DY_values，节省1GB显存",CONDITIONAL_OR_NON_PF_PATH
SRC0135,DEVICE_ALLOC,main_cuda.cu,30896,"CUDA_CHECK(cudaMalloc(&d_phi_k, size_k));     CUDA_CHECK(cudaMalloc(&d_phi_rhs_k, size_k));     if (ctot_phase_spectrum_alias_runtime) {",PF_LEDGER_DETAILED
SRC0136,DEVICE_ALLOC,main_cuda.cu,30897,"CUDA_CHECK(cudaMalloc(&d_phi_rhs_k, size_k));     if (ctot_phase_spectrum_alias_runtime) {         // Candidate phase update is pointwise in k-space, so its old-phi",PF_LEDGER_DETAILED
SRC0137,DEVICE_ALLOC,main_cuda.cu,30904,"CUDA_CHECK(cudaMalloc(&d_Y_k, size_k));     }     // 优化：d_phi_rhs_k 在步骤1完成后可复用为 d_mu_x_k，然后复用为 d_Y_rhs_k",PF_LEDGER_DETAILED
SRC0138,DEVICE_ALLOC,main_cuda.cu,30912,"CUDA_CHECK(cudaMalloc(&d_divJ_k, size_k));     CUDA_CHECK(cudaMalloc(&d_scratch_k_double, scratch_k_double_bytes));     CUDA_CHECK(cudaMalloc(&d_scratch_r_double, scratch_r_double_bytes));",PF_LEDGER_DETAILED
SRC0139,DEVICE_ALLOC,main_cuda.cu,30913,"CUDA_CHECK(cudaMalloc(&d_scratch_k_double, scratch_k_double_bytes));     CUDA_CHECK(cudaMalloc(&d_scratch_r_double, scratch_r_double_bytes));     if (gp_buffers_enabled) {",PF_LEDGER_DETAILED
SRC0140,DEVICE_ALLOC,main_cuda.cu,30914,"CUDA_CHECK(cudaMalloc(&d_scratch_r_double, scratch_r_double_bytes));     if (gp_buffers_enabled) {         CUDA_CHECK(cudaMalloc(&d_eta_r, size_r));",PF_LEDGER_DETAILED
SRC0141,DEVICE_ALLOC,main_cuda.cu,30916,"CUDA_CHECK(cudaMalloc(&d_eta_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_prev_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_r, size_r));",CONDITIONAL_OR_NON_PF_PATH
SRC0142,DEVICE_ALLOC,main_cuda.cu,30917,"CUDA_CHECK(cudaMalloc(&d_eta_prev_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_r, size_r));         CUDA_CHECK(cudaMalloc(&d_xB_gp_old_r, size_r));",CONDITIONAL_OR_NON_PF_PATH
SRC0143,DEVICE_ALLOC,main_cuda.cu,30918,"CUDA_CHECK(cudaMalloc(&d_eta_rhs_r, size_r));         CUDA_CHECK(cudaMalloc(&d_xB_gp_old_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_k, size_k));",CONDITIONAL_OR_NON_PF_PATH
SRC0144,DEVICE_ALLOC,main_cuda.cu,30919,"CUDA_CHECK(cudaMalloc(&d_xB_gp_old_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_k, size_k));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_k, size_k));",CONDITIONAL_OR_NON_PF_PATH
SRC0145,DEVICE_ALLOC,main_cuda.cu,30920,"CUDA_CHECK(cudaMalloc(&d_eta_k, size_k));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_k, size_k));     } else {",CONDITIONAL_OR_NON_PF_PATH
SRC0146,DEVICE_ALLOC,main_cuda.cu,30921,"CUDA_CHECK(cudaMalloc(&d_eta_rhs_k, size_k));     } else {         d_eta_r = d_phi_r;",PF_LEDGER_DETAILED
SRC0147,DEVICE_ALLOC,main_cuda.cu,30946,"CUDA_CHECK(cudaMalloc(&d_mass_diag_phi_stats, MASS_DIAG_PHI_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_mass_diag_Y_stats, MASS_DIAG_Y_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_mass_diag_Y_rhs_stats, MASS_DIAG_Y_RHS_STATS_COUNT * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0148,DEVICE_ALLOC,main_cuda.cu,30947,"CUDA_CHECK(cudaMalloc(&d_mass_diag_Y_stats, MASS_DIAG_Y_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_mass_diag_Y_rhs_stats, MASS_DIAG_Y_RHS_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_mass_diag_gp_storage_stats, MASS_DIAG_GP_STORAGE_STATS_COUNT * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0149,DEVICE_ALLOC,main_cuda.cu,30948,"CUDA_CHECK(cudaMalloc(&d_mass_diag_Y_rhs_stats, MASS_DIAG_Y_RHS_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_mass_diag_gp_storage_stats, MASS_DIAG_GP_STORAGE_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_Y_update_stats, GP_Y_UPDATE_STATS_COUNT * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0150,DEVICE_ALLOC,main_cuda.cu,30949,"CUDA_CHECK(cudaMalloc(&d_mass_diag_gp_storage_stats, MASS_DIAG_GP_STORAGE_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_Y_update_stats, GP_Y_UPDATE_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_eta_feas_stats, GP_ETA_FEAS_STATS_COUNT * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0151,DEVICE_ALLOC,main_cuda.cu,30950,"CUDA_CHECK(cudaMalloc(&d_gp_Y_update_stats, GP_Y_UPDATE_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_eta_feas_stats, GP_ETA_FEAS_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_transport_stats, GP_TRANSPORT_STATS_COUNT * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0152,DEVICE_ALLOC,main_cuda.cu,30951,"CUDA_CHECK(cudaMalloc(&d_gp_eta_feas_stats, GP_ETA_FEAS_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_transport_stats, GP_TRANSPORT_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_elastic_stats, GP_ELASTIC_STATS_COUNT * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0153,DEVICE_ALLOC,main_cuda.cu,30952,"CUDA_CHECK(cudaMalloc(&d_gp_transport_stats, GP_TRANSPORT_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_gp_elastic_stats, GP_ELASTIC_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_picard_diff_stats, 2 * sizeof(double)));",CONDITIONAL_OR_NON_PF_PATH
SRC0154,DEVICE_ALLOC,main_cuda.cu,30953,"CUDA_CHECK(cudaMalloc(&d_gp_elastic_stats, GP_ELASTIC_STATS_COUNT * sizeof(double)));         CUDA_CHECK(cudaMalloc(&d_picard_diff_stats, 2 * sizeof(double)));     }",CONDITIONAL_OR_NON_PF_PATH
SRC0155,DEVICE_ALLOC,main_cuda.cu,30954,"CUDA_CHECK(cudaMalloc(&d_picard_diff_stats, 2 * sizeof(double)));     }     if (P.mode == 0 && P.phi_eta_rhs_attribution_diag_enabled) {",CONDITIONAL_OR_NON_PF_PATH
SRC0156,DEVICE_ALLOC,main_cuda.cu,30957,"CUDA_CHECK(cudaMalloc(&d_phi_rhs_bulk_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_phi_rhs_dw_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_phi_rhs_elastic_diag_r, size_r));",PF_LEDGER_DETAILED
SRC0157,DEVICE_ALLOC,main_cuda.cu,30958,"CUDA_CHECK(cudaMalloc(&d_phi_rhs_dw_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_phi_rhs_elastic_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_bulk_diag_r, size_r));",PF_LEDGER_DETAILED
SRC0158,DEVICE_ALLOC,main_cuda.cu,30959,"CUDA_CHECK(cudaMalloc(&d_phi_rhs_elastic_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_bulk_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_dw_diag_r, size_r));",PF_LEDGER_DETAILED
SRC0159,DEVICE_ALLOC,main_cuda.cu,30960,"CUDA_CHECK(cudaMalloc(&d_eta_rhs_bulk_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_dw_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_elastic_diag_r, size_r));",CONDITIONAL_OR_NON_PF_PATH
SRC0160,DEVICE_ALLOC,main_cuda.cu,30961,"CUDA_CHECK(cudaMalloc(&d_eta_rhs_dw_diag_r, size_r));         CUDA_CHECK(cudaMalloc(&d_eta_rhs_elastic_diag_r, size_r));     }",CONDITIONAL_OR_NON_PF_PATH
SRC0161,DEVICE_ALLOC,main_cuda.cu,30962,"CUDA_CHECK(cudaMalloc(&d_eta_rhs_elastic_diag_r, size_r));     }     // Optimization: Scratch Arena 初始化（用于 divJ 串行累加等，phase 内复用）",CONDITIONAL_OR_NON_PF_PATH
SRC0162,DEVICE_ALLOC,main_cuda.cu,31009,"CUDA_CHECK(cudaMalloc(&d_uxx_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uyy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uzz_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0163,DEVICE_ALLOC,main_cuda.cu,31010,"CUDA_CHECK(cudaMalloc(&d_uyy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uzz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uxy_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0164,DEVICE_ALLOC,main_cuda.cu,31011,"CUDA_CHECK(cudaMalloc(&d_uzz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uxy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uxz_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0165,DEVICE_ALLOC,main_cuda.cu,31012,"CUDA_CHECK(cudaMalloc(&d_uxy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uxz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uyz_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0166,DEVICE_ALLOC,main_cuda.cu,31013,"CUDA_CHECK(cudaMalloc(&d_uxz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_uyz_r, size_r_float));         // 应力场",CONDITIONAL_OR_NON_PF_PATH
SRC0167,DEVICE_ALLOC,main_cuda.cu,31014,"CUDA_CHECK(cudaMalloc(&d_uyz_r, size_r_float));         // 应力场         CUDA_CHECK(cudaMalloc(&d_sigma_xx_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0168,DEVICE_ALLOC,main_cuda.cu,31016,"CUDA_CHECK(cudaMalloc(&d_sigma_xx_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_yy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_zz_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0169,DEVICE_ALLOC,main_cuda.cu,31017,"CUDA_CHECK(cudaMalloc(&d_sigma_yy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_zz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_xy_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0170,DEVICE_ALLOC,main_cuda.cu,31018,"CUDA_CHECK(cudaMalloc(&d_sigma_zz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_xy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_xz_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0171,DEVICE_ALLOC,main_cuda.cu,31019,"CUDA_CHECK(cudaMalloc(&d_sigma_xy_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_xz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_yz_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0172,DEVICE_ALLOC,main_cuda.cu,31020,"CUDA_CHECK(cudaMalloc(&d_sigma_xz_r, size_r_float));         CUDA_CHECK(cudaMalloc(&d_sigma_yz_r, size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0173,DEVICE_ALLOC,main_cuda.cu,31021,"CUDA_CHECK(cudaMalloc(&d_sigma_yz_r, size_r_float));          // 注意：不再分配perturbation数组，直接在kernel内计算以节省显存",CONDITIONAL_OR_NON_PF_PATH
SRC0174,DEVICE_ALLOC,main_cuda.cu,31027,"CUDA_CHECK(cudaMalloc(&d_ux_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uy_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uz_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0175,DEVICE_ALLOC,main_cuda.cu,31028,"CUDA_CHECK(cudaMalloc(&d_uy_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uz_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uxx_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0176,DEVICE_ALLOC,main_cuda.cu,31029,"CUDA_CHECK(cudaMalloc(&d_uz_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uxx_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uyy_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0177,DEVICE_ALLOC,main_cuda.cu,31030,"CUDA_CHECK(cudaMalloc(&d_uxx_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uyy_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uzz_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0178,DEVICE_ALLOC,main_cuda.cu,31031,"CUDA_CHECK(cudaMalloc(&d_uyy_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uzz_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uxy_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0179,DEVICE_ALLOC,main_cuda.cu,31032,"CUDA_CHECK(cudaMalloc(&d_uzz_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uxy_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uxz_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0180,DEVICE_ALLOC,main_cuda.cu,31033,"CUDA_CHECK(cudaMalloc(&d_uxy_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uxz_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uyz_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0181,DEVICE_ALLOC,main_cuda.cu,31034,"CUDA_CHECK(cudaMalloc(&d_uxz_k, size_k_float));         CUDA_CHECK(cudaMalloc(&d_uyz_k, size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0182,DEVICE_ALLOC,main_cuda.cu,31035,"CUDA_CHECK(cudaMalloc(&d_uyz_k, size_k_float));          if (ctot_candidate_runtime) {",CONDITIONAL_OR_NON_PF_PATH
SRC0183,DEVICE_ALLOC,main_cuda.cu,31038,"CUDA_CHECK(cudaMalloc(&d_mechanical_force_r, size_r_float));             for (int c = 0; c < 3; ++c) {                 CUDA_CHECK(cudaMalloc(&d_mech_u_accepted[c], size_k_float));",PF_LEDGER_DETAILED
SRC0184,DEVICE_ALLOC,main_cuda.cu,31040,"CUDA_CHECK(cudaMalloc(&d_mech_u_accepted[c], size_k_float));                 CUDA_CHECK(cudaMalloc(&d_mech_u_outer_prev[c], size_k_float));                 CUDA_CHECK(cudaMalloc(&d_mech_u_inner_prev[c], size_k_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0185,DEVICE_ALLOC,main_cuda.cu,31041,"CUDA_CHECK(cudaMalloc(&d_mech_u_outer_prev[c], size_k_float));                 CUDA_CHECK(cudaMalloc(&d_mech_u_inner_prev[c], size_k_float));             }",CONDITIONAL_OR_NON_PF_PATH
SRC0186,DEVICE_ALLOC,main_cuda.cu,31042,"CUDA_CHECK(cudaMalloc(&d_mech_u_inner_prev[c], size_k_float));             }             for (int c = 0; c < 6; ++c) {",CONDITIONAL_OR_NON_PF_PATH
SRC0187,DEVICE_ALLOC,main_cuda.cu,31045,"CUDA_CHECK(cudaMalloc(&d_mech_strain_accepted[c], size_r_float));                 CUDA_CHECK(cudaMalloc(&d_mech_stress_accepted[c], size_r_float));                 CUDA_CHECK(cudaMalloc(&d_mech_stress_outer_prev[c], size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0188,DEVICE_ALLOC,main_cuda.cu,31046,"CUDA_CHECK(cudaMalloc(&d_mech_stress_accepted[c], size_r_float));                 CUDA_CHECK(cudaMalloc(&d_mech_stress_outer_prev[c], size_r_float));                 CUDA_CHECK(cudaMalloc(&d_mech_eps0_accepted[c], size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0189,DEVICE_ALLOC,main_cuda.cu,31047,"CUDA_CHECK(cudaMalloc(&d_mech_stress_outer_prev[c], size_r_float));                 CUDA_CHECK(cudaMalloc(&d_mech_eps0_accepted[c], size_r_float));                 CUDA_CHECK(cudaMalloc(&d_mech_eps0_trial[c], size_r_float));",CONDITIONAL_OR_NON_PF_PATH
SRC0190,DEVICE_ALLOC,main_cuda.cu,31048,"CUDA_CHECK(cudaMalloc(&d_mech_eps0_accepted[c], size_r_float));                 CUDA_CHECK(cudaMalloc(&d_mech_eps0_trial[c], size_r_float));             }",CONDITIONAL_OR_NON_PF_PATH
SRC0191,DEVICE_ALLOC,main_cuda.cu,31049,"CUDA_CHECK(cudaMalloc(&d_mech_eps0_trial[c], size_r_float));             }         }",CONDITIONAL_OR_NON_PF_PATH
