branch,host_mode,matrix_xAg,number_density_m-3,small_radius_nm,large_length_nm,large_AR,large_radius_definition,kappa_300K_W_mK,identity
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,64.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.10670924128759,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,64.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.327215067701577,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,66.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.094173219383046,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,66.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.2455219108718465,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,66.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.094173219383046,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,66.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3161514448122418,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,66.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.094173219383046,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,66.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3269149778043214,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,68.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0818003119861492,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,68.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.238624797273922,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,68.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0818003119861492,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,68.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3147830491343577,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,68.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0818003119861492,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,68.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3265937362456772,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,70.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0696080158127326,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,70.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.231521658422679,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,70.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0696080158127326,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,70.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.313331629712518,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,70.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0696080158127326,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,70.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.326250668001182,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,72.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0576082586211957,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,72.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.2242313578547135,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,72.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0576082586211957,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,72.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.311795652023484,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,72.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0576082586211957,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,72.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.325885105713738,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,74.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.04580823840259,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,74.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.216773392735284,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,74.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.04580823840259,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,74.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.310173717520826,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,74.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.04580823840259,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,74.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.325496390183375,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,76.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0342112351334625,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,76.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.209167617384801,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,76.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0342112351334625,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,76.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.308464570584669,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,76.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0342112351334625,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,76.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.325083870875782,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,78.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.022817364137331,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,78.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.201433971833943,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,78.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.022817364137331,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,78.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.306667105270929,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,78.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.022817364137331,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,78.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3246469064495208,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,80.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0116242524851575,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,80.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.193592222815348,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,80.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0116242524851575,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,80.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3047803717898967,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,80.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.0116242524851575,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,80.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.324184865301703,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,82.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.000627629719814,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,82.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.185661723727783,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,82.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.000627629719814,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,82.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3028035826414235,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,82.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,2.000627629719814,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,82.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3236971261317922,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,84.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.989821831502161,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,84.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.177661198962746,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,84.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.989821831502161,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,84.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3007361183322574,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,84.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.989821831502161,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,84.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3231830785230607,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,86.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9792002198084908,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,86.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.1696085566572316,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,86.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9792002198084908,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,86.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.298577532600247,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,86.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9792002198084908,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,86.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.322642123541118,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,88.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9687555264537278,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,88.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.161520732529095,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,88.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9687555264537278,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,88.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.2963275570703816,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,88.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9687555264537278,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,88.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.322073674348804,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,90.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9584801283974635,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,90.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.153413566057633,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,90.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9584801283974635,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,90.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.2939861052690134,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,90.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9584801283974635,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,90.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3214771568366057,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,92.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9483662639077992,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,92.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.1453017089740043,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,92.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9483662639077992,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,92.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.291553275925167,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,92.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9483662639077992,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,92.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.320852010267646,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,94.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9384061985490961,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,94.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.1371985648883354,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,94.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9384061985490961,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,94.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.2890293554916896,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,94.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.9384061985490961,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,94.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3201976879361483,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,96.0,2.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.928592349393162,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,96.0,2.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.129116257946106,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,96.0,5.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.928592349393162,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,96.0,5.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.2864148198240883,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,96.0,10.0,SPHERICAL_RADIUS_ASSUMPTION_L_OVER_2,1.928592349393162,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
T-B,HOST_YU_COMMON_WITH_TAILORING_MATRIX_UPDATED,0.0078,3.61e+21,1.0,96.0,10.0,PROLATE_SPHEROID_VOLUME_EQUIVALENT,2.3195136578381685,SINGLE_APT_RECONSTRUCTION_COUNT_FRACTION_DIAGNOSTIC
