path,file_type,size,tracked_status,modified_status,generated_or_source,last_modified_time,referenced_by_code,referenced_by_report,duplicate_group,current_scientific_relevance,recommended_action,reason,confidence
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/gp_multi_site_scaling_analysis.csv,.csv,138,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0419:eb0e4afce03b,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/gp_runtime_bridge_insert_events.csv,.csv,393,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0263:8499e081ea7b,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/gp_runtime_bridge_queue_log.csv,.csv,250,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0329:af81aa970558,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/gp_runtime_nucleation_candidate_summary.csv,.csv,56850,ignored,,generated,2026-07-06T14:55:00,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/gp_runtime_nucleation_event_log.csv,.csv,80990,ignored,,generated,2026-07-06T14:55:00,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/gp_stochastic_event_log.csv,.csv,72041,ignored,,generated,2026-07-06T14:55:00,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/gp_strong_physics_separation.csv,.csv,377,ignored,,generated,2026-07-06T14:52:56,no,no,DUP0045:181eb8a2b84a,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/handoff_profile_probes.csv,.csv,106802,ignored,,generated,2026-07-06T14:55:01,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/handoff_radial_profile.csv,.csv,3049,ignored,,generated,2026-07-06T14:53:10,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/multi_GP_capture_capacity_scan.csv,.csv,24178,ignored,,generated,2026-07-06T14:53:00,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/nucleation_event_log.csv,.csv,277,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0033:12093193eec3,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/performance_summary.csv,.csv,611,ignored,,generated,2026-07-06T14:55:01,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/performance_summary.json,.json,700,ignored,,generated,2026-07-06T14:55:01,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/pf_input.params,.params,9881,ignored,,generated,2026-07-06T14:52:54,yes,yes,DUP0139:449e118d1d7b,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/phi_300.vtk,.vtk,17753481,ignored,,generated,2026-07-06T14:55:00,no,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/phi_eta_rhs_attribution_eta_bulk_max_location.csv,.csv,156221,ignored,,generated,2026-07-06T14:54:11,no,no,DUP0198:66827a511303,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/phi_eta_rhs_attribution_per_step.csv,.csv,292984,ignored,,generated,2026-07-06T14:54:11,no,no,DUP0311:a3e1d2314fff,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/phi_init.vtk,.vtk,16777415,ignored,,generated,2026-07-06T14:52:55,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/resolved_handoff_attempts.csv,.csv,1325,ignored,,generated,2026-07-06T14:53:10,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/resolved_seed_handoff_transactions.csv,.csv,708,ignored,,generated,2026-07-06T14:53:10,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/resolved_seed_source_diagnostics.csv,.csv,1391,ignored,,generated,2026-07-06T14:53:10,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/stageA_T400_full_post_conversion.csv,.csv,320,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0081:2c1894bca3a6,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/stageA_T400_full_yk0.csv,.csv,581,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0295:991e6708eb49,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/stageA_birth_diagnostics.csv,.csv,459,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0301:9cfbc8461097,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/staged_global_mass_probes.csv,.csv,336075,ignored,,generated,2026-07-06T14:55:01,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/summary.txt,.txt,4437,ignored,,generated,2026-07-06T14:55:01,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/unit_conversion_summary.csv,.csv,710,ignored,,generated,2026-07-06T14:52:54,no,no,DUP0258:82c278e2e9ef,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/vf_precip_vs_time_T400_4grid_xB03_scaled_300.csv,.csv,1886,ignored,,generated,2026-07-06T14:55:00,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/xB_0.vtk,.vtk,16777414,ignored,,generated,2026-07-06T14:52:55,yes,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/xB_300.vtk,.vtk,16777414,ignored,,generated,2026-07-06T14:55:00,no,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/xBtot_0.vtk,.vtk,16777418,ignored,,generated,2026-07-06T14:52:55,yes,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/T400_4grid_xB03_scaled_300/xBtot_300.vtk,.vtk,16777418,ignored,,generated,2026-07-06T14:55:00,no,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/chel_T400_cuda_128x128x128_dt0.02_steps300_xB0.030/pf_input.params,.params,9881,ignored,,generated,2026-07-06T14:52:54,yes,yes,DUP0139:449e118d1d7b,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_external_prediction_validation/external_prediction_validation.csv,.csv,848,ignored,,generated,2026-06-22T04:28:11,no,no,DUP0252:7ecb35925f78,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_external_prediction_validation/external_prediction_validation_detail.json,.json,2544,ignored,,generated,2026-06-22T04:28:11,yes,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/pf_input.params,.params,3043,ignored,,generated,2026-06-22T03:38:07,yes,yes,DUP0336:b85ca2450670,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/gp_assisted_event_log.csv,.csv,512,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0224:6f6609e6c9c1,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/gp_mass_ledger_debug.csv,.csv,899,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/gp_multi_site_mass_ledger.csv,.csv,467,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0009:0332d2e253b3,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/gp_multi_site_scaling_analysis.csv,.csv,138,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0419:eb0e4afce03b,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/gp_physics_ranked_hazard_validation.csv,.csv,8106,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/gp_stochastic_event_log.csv,.csv,379,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/performance_summary.csv,.csv,607,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/performance_summary.json,.json,696,ignored,,generated,2026-06-22T03:38:07,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/pf_input.params,.params,3043,ignored,,generated,2026-06-22T03:38:07,yes,yes,DUP0336:b85ca2450670,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/phi_1.vtk,.vtk,262338,ignored,,generated,2026-06-22T03:38:07,no,yes,DUP0374:cd27205b15a9,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/phi_init.vtk,.vtk,262338,ignored,,generated,2026-06-22T03:38:07,yes,yes,DUP0374:cd27205b15a9,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/summary.txt,.txt,2031,ignored,,generated,2026-06-22T03:38:07,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/unit_conversion_summary.csv,.csv,710,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0156:4f7ae244d1f4,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/vf_precip_vs_time_ranked_density_rad_0p5.csv,.csv,153,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0264:84b8864227f1,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/xB_0.vtk,.vtk,262337,ignored,,generated,2026-06-22T03:38:07,yes,no,DUP0218:6d0fa525aa15,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/xB_1.vtk,.vtk,262337,ignored,,generated,2026-06-22T03:38:07,no,yes,DUP0218:6d0fa525aa15,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/xBtot_0.vtk,.vtk,262341,ignored,,generated,2026-06-22T03:38:07,yes,no,DUP0375:cd98b911b1e0,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_0p5/xBtot_1.vtk,.vtk,262341,ignored,,generated,2026-06-22T03:38:07,no,yes,DUP0375:cd98b911b1e0,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/gp_assisted_event_log.csv,.csv,512,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0224:6f6609e6c9c1,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/gp_mass_ledger_debug.csv,.csv,899,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/gp_multi_site_mass_ledger.csv,.csv,467,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0009:0332d2e253b3,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/gp_multi_site_scaling_analysis.csv,.csv,138,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0419:eb0e4afce03b,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/gp_physics_ranked_hazard_validation.csv,.csv,8106,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/gp_stochastic_event_log.csv,.csv,379,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/performance_summary.csv,.csv,607,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/performance_summary.json,.json,696,ignored,,generated,2026-06-22T03:38:07,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/pf_input.params,.params,3043,ignored,,generated,2026-06-22T03:38:07,yes,yes,DUP0336:b85ca2450670,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/phi_1.vtk,.vtk,262338,ignored,,generated,2026-06-22T03:38:07,no,yes,DUP0374:cd27205b15a9,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/phi_init.vtk,.vtk,262338,ignored,,generated,2026-06-22T03:38:07,yes,yes,DUP0374:cd27205b15a9,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/summary.txt,.txt,2031,ignored,,generated,2026-06-22T03:38:07,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/unit_conversion_summary.csv,.csv,710,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0156:4f7ae244d1f4,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/vf_precip_vs_time_ranked_density_rad_1p0.csv,.csv,153,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0264:84b8864227f1,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/xB_0.vtk,.vtk,262337,ignored,,generated,2026-06-22T03:38:07,yes,no,DUP0218:6d0fa525aa15,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/xB_1.vtk,.vtk,262337,ignored,,generated,2026-06-22T03:38:07,no,yes,DUP0218:6d0fa525aa15,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/xBtot_0.vtk,.vtk,262341,ignored,,generated,2026-06-22T03:38:07,yes,no,DUP0375:cd98b911b1e0,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_1p0/xBtot_1.vtk,.vtk,262341,ignored,,generated,2026-06-22T03:38:07,no,yes,DUP0375:cd98b911b1e0,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/gp_assisted_event_log.csv,.csv,512,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0224:6f6609e6c9c1,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/gp_mass_ledger_debug.csv,.csv,899,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/gp_multi_site_mass_ledger.csv,.csv,467,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0009:0332d2e253b3,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/gp_multi_site_scaling_analysis.csv,.csv,138,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0419:eb0e4afce03b,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/gp_physics_ranked_hazard_validation.csv,.csv,8106,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/gp_stochastic_event_log.csv,.csv,379,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/performance_summary.csv,.csv,607,ignored,,generated,2026-06-22T03:38:07,no,no,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/performance_summary.json,.json,696,ignored,,generated,2026-06-22T03:38:07,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/pf_input.params,.params,3043,ignored,,generated,2026-06-22T03:38:07,yes,yes,DUP0336:b85ca2450670,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/phi_1.vtk,.vtk,262338,ignored,,generated,2026-06-22T03:38:07,no,yes,DUP0374:cd27205b15a9,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/phi_init.vtk,.vtk,262338,ignored,,generated,2026-06-22T03:38:07,yes,yes,DUP0374:cd27205b15a9,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/summary.txt,.txt,2031,ignored,,generated,2026-06-22T03:38:07,yes,yes,,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/unit_conversion_summary.csv,.csv,710,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0156:4f7ae244d1f4,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
Results/codex_gp_ranked_hazard/ch_T380_cuda_32x32x32_dt0.01_steps1_xB0.030/ranked_density_rad_2p0/vf_precip_vs_time_ranked_density_rad_2p0.csv,.csv,153,ignored,,generated,2026-06-22T03:38:07,no,no,DUP0264:84b8864227f1,raw_runtime,ADD_TO_GITIGNORE,large reproducible simulation output tree; retain on disk but exclude from Git,high
